difficulty,total_hours,enrolled,rating,institution
intermediate,21.0,61655.0,4.6,University of California San Diego
beginner,29.0,42857.0,4.6,UNSW Sydney (The University of New South Wales)
intermediate,38.0,2880.0,4.1,Eindhoven University of Technology
beginner,15.0,4286.0,4.7,University System of Georgia
intermediate,11.0,6091.0,4.8,
beginner,11.0,6661.0,4.7,ESADE Business and Law School
beginner,22.0,1784.0,4.8,University of Michigan
beginner,13.0,0.0,4.7,University of California San Diego
beginner,17.0,5433.0,4.8,Google Cloud
beginner,22.0,24201.0,4.8,University of Michigan
beginner,6.0,81292.0,4.4,IE Business School
beginner,48.0,3615.0,4.7,Tecnológico de Monterrey
beginner,9.0,7065.0,3.9,Universitat Autònoma de Barcelona
beginner,12.0,48233.0,4.6,Technion - Israel Institute of Technology
beginner,2.0,1904.0,4.7,Coursera
intermediate,8.0,20635.0,4.7,École des Ponts ParisTech
intermediate,8.0,23155.0,4.8,Georgia Institute of Technology
beginner,11.0,30959.0,4.8,IESE Business School
beginner,14.0,107381.0,4.6,Google Cloud
intermediate,11.0,8810.0,4.4,
beginner,16.0,6634.0,4.7,
beginner,13.0,3409.0,4.9,University of California San Diego
beginner,27.0,10493.0,4.8,Erasmus University Rotterdam
beginner,33.0,0.0,4.7,Yale University
beginner,15.0,15714.0,4.8,The University of Hong Kong
beginner,1.0,6660.0,4.1,Georgia Institute of Technology
intermediate,2.0,0.0,4.7,Coursera
intermediate,2.0,0.0,4.7,Coursera
intermediate,1.0,2655.0,4.4,University of Virginia
beginner,12.0,24823.0,4.8,University of Pennsylvania
beginner,18.0,0.0,4.7,E-Learning Development Fund
intermediate,13.0,28233.0,4.8,Georgia Institute of Technology
beginner,17.0,14949.0,4.8,Technion - Israel Institute of Technology
beginner,8.0,21039.0,4.8,Tecnológico de Monterrey
beginner,9.0,2455.0,4.9,Institute of Certified Professional Managers
beginner,12.0,0.0,4.7,University of California San Diego
beginner,1.0,6482.0,4.6,Georgia Institute of Technology
beginner,18.0,12501.0,4.7,
beginner,18.0,331262.0,4.6,University of Washington
beginner,1.0,0.0,4.7,Coursera
beginner,2.0,0.0,4.7,Coursera
beginner,14.0,75725.0,4.8,IE Business School
beginner,20.0,19928.0,4.7,The Pennsylvania State University
intermediate,21.0,6361.0,4.7,The Hong Kong University of Science and Technology
beginner,8.0,4148.0,4.9,"Nanyang Technological University, Singapore"
advanced,15.0,3586.0,4.1,University of Colorado Boulder
beginner,9.0,26293.0,4.8,Georgia Institute of Technology
beginner,18.0,0.0,4.7,University of California San Diego
beginner,7.0,1791.0,4.5,ESADE Business and Law School
beginner,18.0,28361.0,4.5,University of Cape Town
beginner,7.0,0.0,4.7,Google Cloud
beginner,16.0,40218.0,4.7,University of Pennsylvania
beginner,1.0,8227.0,4.5,Georgia Institute of Technology
intermediate,28.0,2301.0,4.8,University of Minnesota
beginner,1.5,0.0,4.7,Coursera
beginner,16.0,7341.0,4.4,University of Illinois at Urbana-Champaign
beginner,12.0,0.0,4.7,Universidad Austral
advanced,32.0,24128.0,4.8,University of Toronto
intermediate,1.5,0.0,4.7,Coursera
intermediate,2.0,3737.0,4.7,Coursera
intermediate,1.5,4150.0,4.7,Coursera
beginner,2.0,0.0,4.7,Coursera
beginner,27.0,109102.0,4.8,University of Illinois at Urbana-Champaign
beginner,18.0,99810.0,4.8,Georgia Institute of Technology
intermediate,3.0,1601.0,4.0,
beginner,15.0,36492.0,4.7,University of Minnesota
beginner,28.0,3281.0,4.8,Universidad Austral
beginner,16.0,0.0,4.9,Universidad Austral
beginner,38.0,51329.0,4.7,Copenhagen Business School
beginner,32.0,243063.0,4.9,Yonsei University
beginner,1.0,60286.0,4.2,Georgia Institute of Technology
beginner,9.0,10948.0,4.7,Alberta Machine Intelligence Institute
intermediate,2.0,0.0,4.7,Coursera
intermediate,2.0,0.0,4.7,Coursera
beginner,12.0,16073.0,4.9,Universidade de São Paulo
advanced,23.0,15594.0,4.8,Autodesk
beginner,6.0,2753.0,4.6,
beginner,44.0,4272.0,4.7,Hebrew University of Jerusalem
beginner,15.0,30732.0,4.7,University of Minnesota
beginner,1.0,4726.0,4.7,University of Michigan
beginner,6.0,0.0,4.7,Emory University
beginner,1.0,6036.0,4.5,Georgia Institute of Technology
beginner,25.0,228597.0,4.7,University of Toronto
beginner,13.0,0.0,4.7,Indian School of Business
beginner,12.0,1784.0,4.8,Universidad Austral
advanced,2.0,0.0,4.7,Coursera
intermediate,2.0,0.0,4.7,Coursera
intermediate,8.0,5356.0,4.6,University of Colorado Boulder
beginner,14.0,1887.0,4.4,"University of California, Davis"
advanced,13.0,15897.0,4.7,Autodesk
beginner,60.0,3959743.0,4.9,Stanford University
beginner,13.0,2679.0,4.8,University of Colorado System
intermediate,2.0,0.0,4.7,Coursera
beginner,2.0,6813.0,4.7,Coursera
beginner,24.0,4623.0,4.1,The State University of New York
advanced,3.0,50398.0,4.5,
beginner,5.0,10515.0,4.4,"University of California, Irvine"
beginner,24.0,23347.0,4.7,Yale University
beginner,10.0,26747.0,4.8,Yale University
beginner,13.0,4508.0,4.8,Universidad de los Andes
beginner,2.0,1679.0,4.7,ESSEC Business School
beginner,14.0,48191.0,4.6,University of Toronto
beginner,1.0,13825.0,4.7,Georgia Institute of Technology
intermediate,31.0,72966.0,4.8,Georgia Institute of Technology
intermediate,24.0,5111.0,4.8,University of Leeds
intermediate,14.0,0.0,4.7,University of Colorado Boulder
intermediate,2.0,0.0,4.7,Coursera
intermediate,50.0,6389.0,4.7,Coursera
beginner,17.0,45548.0,4.8,University of Pennsylvania
beginner,8.0,15075.0,4.7,Universidad de Chile
intermediate,56.0,17256.0,4.9,Vanderbilt University
intermediate,22.0,6033.0,4.8,École Polytechnique
beginner,9.0,58373.0,4.6,
beginner,70.0,1792.0,5.0,Universidad Austral
beginner,28.0,7953.0,4.6,University of Illinois at Urbana-Champaign
beginner,40.0,5992.0,4.8,Yale University
beginner,1.0,29486.0,4.3,Georgia Institute of Technology
beginner,19.0,25843.0,4.5,
intermediate,8.0,10320.0,4.6,Korea Advanced Institute of Science and Technology(KAIST)
intermediate,19.0,15508.0,4.7,University of Leeds
beginner,2.0,2234.0,4.7,Coursera
beginner,7.0,40490.0,4.6,University of Pennsylvania
beginner,27.0,41454.0,4.7,Peking University
beginner,27.0,5408.0,4.8,École Polytechnique Fédérale de Lausanne
beginner,40.0,19084.0,4.5,LearnQuest
beginner,10.0,12222.0,4.7,Imperial College London
beginner,10.0,0.0,4.7,IBM
beginner,1.5,0.0,4.7,Coursera
beginner,1.5,2736.0,4.7,Coursera
beginner,15.0,3680.0,4.8,University System of Georgia
beginner,21.0,17066.0,4.8,Michigan State University
beginner,13.0,106769.0,4.8,Indian School of Business
beginner,29.0,0.0,4.7,Universidad Autónoma Metropolitana
intermediate,1.0,13802.0,4.1,University of Washington
beginner,0.0,0.0,4.7,Coursera
beginner,16.0,12852.0,4.6,
beginner,18.0,35287.0,4.6,Columbia University
beginner,23.0,10220.0,4.7,École Polytechnique Fédérale de Lausanne
beginner,11.0,28286.0,4.7,
intermediate,35.0,14893.0,4.8,University of Colorado System
beginner,21.0,0.0,4.7,
beginner,7.0,13097.0,4.2,University of Copenhagen
beginner,0.0,4370.0,4.1,EIT Digital 
beginner,10.0,0.0,4.7,IBM
beginner,1.0,0.0,4.7,Google Cloud
beginner,22.0,0.0,4.5,The University of Melbourne
beginner,19.0,5472.0,4.8,ESSEC Business School
beginner,4.0,27535.0,4.7,Northwestern University
intermediate,2.0,0.0,4.7,Coursera
beginner,0.0,0.0,4.7,Coursera
intermediate,1.0,30235.0,4.5,University of Washington
intermediate,17.0,4624.0,4.9,University of Colorado Boulder
intermediate,14.0,0.0,4.7,IBM
beginner,10.0,7396.0,4.4,Novosibirsk State University 
intermediate,2.0,0.0,4.7,Coursera
beginner,1.0,0.0,4.7,Coursera
beginner,21.0,5208.0,4.5,École Polytechnique Fédérale de Lausanne
beginner,24.0,101950.0,4.8,Yale University
beginner,1.0,0.0,4.7,Google Cloud
beginner,11.0,0.0,4.7,
beginner,21.0,311037.0,4.2,Duke University
intermediate,25.0,0.0,4.7,Peter the Great St. Petersburg Polytechnic University
beginner,5.0,41405.0,4.5,The State University of New York
beginner,16.0,23158.0,4.8,Universidad Austral
beginner,7.0,18259.0,4.6,Northwestern University
intermediate,2.0,17184.0,4.6,University of Washington
intermediate,13.0,0.0,4.6,University of Colorado System
beginner,5.0,2118.0,4.2,
beginner,10.0,3127.0,4.5,University of London
intermediate,1.5,0.0,4.7,Coursera
beginner,27.0,159223.0,4.8,University of Michigan
beginner,8.0,4821.0,4.9,
intermediate,21.0,3743.0,4.7,National Research Nuclear University MEPhI
beginner,45.0,154615.0,4.9,Yale University
beginner,34.0,5646.0,4.8,École Polytechnique Fédérale de Lausanne
intermediate,2.0,0.0,4.7,Coursera
beginner,2.0,0.0,4.7,Coursera
beginner,1.0,0.0,4.7,Google Cloud
beginner,10.0,10184.0,4.3,Nanjing University
beginner,2.0,5022.0,4.6,ESSEC Business School
beginner,6.0,0.0,4.7,University of Michigan
beginner,14.0,15544.0,4.3,Northwestern University
beginner,4.0,46540.0,4.5,Northwestern University
beginner,17.0,9358.0,4.7,Arizona State University
intermediate,14.0,14280.0,3.9,Google Cloud
intermediate,28.0,12308.0,4.8,École normale supérieure
beginner,1.0,0.0,4.7,Coursera
beginner,11.0,11949.0,4.8,Universidad Nacional Autónoma de México
intermediate,27.0,2613.0,4.5,Karlsruhe Institute of Technology
beginner,9.0,99379.0,4.6,Universitat de Barcelona
beginner,32.0,0.0,4.7,Universidad Austral
beginner,25.0,16351.0,4.8,University of Zurich
intermediate,1.0,0.0,4.7,Coursera
beginner,1.5,0.0,4.7,Coursera
beginner,1.5,0.0,4.7,Coursera
beginner,1.0,0.0,4.7,Google Cloud
beginner,7.0,3798.0,4.5,University of Colorado Boulder
intermediate,9.0,4761.0,4.3,University of California San Diego
beginner,16.0,10960.0,4.2,Universidad Austral
beginner,1.0,0.0,4.7,Coursera
intermediate,1.5,0.0,4.7,Coursera
beginner,16.0,3044.0,4.3,"University of Maryland, College Park"
intermediate,10.0,25649.0,4.3,Emory University
beginner,13.0,3221.0,4.3,University of Amsterdam
beginner,15.0,3513.0,4.8,École des Ponts ParisTech
beginner,14.0,0.0,4.9,Pontificia Universidad Católica de Chile
beginner,1.0,0.0,4.8,Google Cloud
beginner,14.0,0.0,4.7,The Hong Kong University of Science and Technology
intermediate,19.0,2583.0,4.8,Shanghai Jiao Tong University
intermediate,32.0,8630.0,3.8,Unity
intermediate,19.0,7496.0,4.7,MongoDB Inc.
beginner,34.0,8613.0,4.6,École Polytechnique Fédérale de Lausanne
beginner,3.0,0.0,4.7,Coursera
beginner,17.0,12724.0,4.6,University of California San Diego
intermediate,9.0,6247.0,4.8,The Hong Kong University of Science and Technology
intermediate,11.0,22146.0,4.9,Berklee College of Music
intermediate,118.0,12236.0,4.2,HSE University
beginner,11.0,0.0,4.7,"University of California, Irvine"
intermediate,8.0,0.0,4.4,Google Cloud
beginner,60.0,0.0,4.7,Coursera
intermediate,13.0,27709.0,4.9,Berklee College of Music
beginner,9.0,6198.0,4.7,University of Florida
intermediate,15.0,13853.0,4.8,Berklee College of Music
beginner,10.0,34168.0,4.7,University of Virginia
beginner,24.0,49947.0,4.7,University of London
beginner,11.0,8204.0,4.6,Copenhagen Business School
beginner,6.0,161138.0,4.5,"University of California, Irvine"
beginner,26.0,14131.0,4.4,Duke University
beginner,11.0,60513.0,4.7,Erasmus University Rotterdam
beginner,14.0,27692.0,4.5,University of California San Diego
intermediate,28.0,51554.0,4.9,Eindhoven University of Technology
intermediate,1.0,0.0,4.7,Coursera
intermediate,2.0,6253.0,4.7,Coursera
beginner,6.0,2445.0,4.6,"University of California, Irvine"
beginner,10.0,4576.0,4.6,Intel
beginner,17.0,64166.0,4.8,Università Bocconi
beginner,10.0,0.0,4.7,IBM
intermediate,1.25,0.0,4.7,Coursera
intermediate,2.0,0.0,4.7,Coursera
intermediate,1.5,8989.0,4.7,Coursera
beginner,26.0,34097.0,4.6,Wesleyan University
beginner,19.0,8627.0,4.8,
intermediate,18.0,4518.0,4.9,Eindhoven University of Technology
beginner,31.0,9332.0,4.6,University of Michigan
beginner,37.0,29531.0,4.9,The University of Sydney
beginner,12.0,28715.0,4.8,Universiteit Leiden
beginner,12.0,49839.0,4.6,Autodesk
beginner,11.0,0.0,4.7,Sungkyunkwan University
beginner,24.0,59276.0,4.8,Berklee College of Music
beginner,11.0,20690.0,4.6,University at Buffalo
beginner,17.0,54056.0,4.9,University of Geneva
beginner,17.0,12343.0,4.8,Technion - Israel Institute of Technology
beginner,2.0,7619.0,4.7,Coursera
beginner,14.0,64501.0,4.8,Northwestern University
beginner,12.0,137894.0,4.7,University of Colorado Boulder
advanced,27.0,23114.0,4.3,HSE University
beginner,1.0,0.0,4.7,Coursera
beginner,2.0,0.0,4.7,Coursera
intermediate,90.0,3024.0,4.7,Coursera
intermediate,2.0,2668.0,4.7,Coursera
beginner,8.0,12711.0,4.7,IE Business School
beginner,12.0,1679.0,4.8,University of Illinois at Urbana-Champaign
intermediate,12.0,8787.0,4.7,EIT Digital 
beginner,20.0,20429.0,4.8,University of Illinois at Urbana-Champaign
beginner,26.0,0.0,4.7,Tecnológico de Monterrey
beginner,6.0,26430.0,4.8,University of Pennsylvania
beginner,11.0,42623.0,4.8,IBM
intermediate,7.0,0.0,4.0,"University of California, Irvine"
beginner,18.0,42930.0,4.8,Universiteit Leiden
beginner,28.0,70284.0,4.7,University of Colorado System
intermediate,12.0,2874.0,4.7,University of Nebraska
beginner,19.0,26553.0,4.7,University of Pennsylvania
beginner,14.0,6549.0,4.7,University of Illinois at Urbana-Champaign
beginner,14.0,35235.0,4.9,University of Toronto
beginner,2.0,0.0,4.7,Coursera
beginner,1.0,1951.0,4.7,Coursera
beginner,1.0,0.0,4.7,Coursera
beginner,13.0,0.0,4.9,University of Pennsylvania
intermediate,16.0,11731.0,4.5,EIT Digital 
intermediate,16.0,105800.0,4.8,University of Michigan
beginner,11.0,12612.0,4.5,LearnQuest
intermediate,14.0,10100.0,4.5,Korea Advanced Institute of Science and Technology(KAIST)
beginner,15.0,17906.0,4.9,Universidad Nacional Autónoma de México
beginner,7.0,24421.0,4.6,Pohang University of Science and Technology
beginner,8.0,154463.0,4.8,
beginner,18.0,27145.0,4.8,Universiteit Leiden
intermediate,15.0,64565.0,4.8,Berklee College of Music
beginner,26.0,33503.0,4.7,University of Illinois at Urbana-Champaign
beginner,6.0,12044.0,4.3,High Tech High Graduate School of Education
beginner,7.0,0.0,4.4,Google Cloud
intermediate,10.0,2601.0,4.8,Google Cloud
beginner,18.0,0.0,4.9,DeepLearning.AI
intermediate,2.0,3074.0,4.7,Coursera
intermediate,2.0,0.0,4.7,Coursera
intermediate,1.0,11685.0,4.7,Coursera
beginner,4.0,7456.0,4.6,University of Virginia
beginner,11.0,0.0,4.7,University of Michigan
beginner,18.0,24448.0,4.5,The University of Edinburgh
beginner,9.0,11800.0,4.6,University of Alberta
beginner,15.0,1659.0,4.7,Stanford University
intermediate,10.0,16888.0,4.2,Indian School of Business
beginner,28.0,2247.0,4.9,University of Michigan
beginner,19.0,31741.0,4.8,Universiteit Leiden
beginner,47.0,8488.0,4.2,Duke University
intermediate,31.0,23642.0,4.7,Peking University
beginner,12.0,23373.0,4.8,Universidad Nacional Autónoma de México
beginner,27.0,2681.0,4.7,"University of Maryland, College Park"
beginner,20.0,187660.0,4.7,Rice University
beginner,8.0,69706.0,3.9,University of Toronto
intermediate,14.0,26971.0,4.6,University of Illinois at Urbana-Champaign
advanced,11.0,2482.0,4.8,Google Cloud
intermediate,75.0,0.0,4.7,Coursera
intermediate,2.0,0.0,4.7,Coursera
intermediate,2.0,7065.0,4.7,Coursera
beginner,10.0,170068.0,4.7,University of Michigan
beginner,17.0,38398.0,4.6,Institut Mines-Télécom
beginner,21.0,9778.0,4.7,The University of Edinburgh
beginner,14.0,216669.0,4.7,Duke University
beginner,16.0,25402.0,4.7,Imperial College London
intermediate,5.0,0.0,4.6,The Hong Kong University of Science and Technology
beginner,5.0,9429.0,4.7,Yonsei University
beginner,15.0,20469.0,4.1,Rice University
beginner,23.0,46124.0,4.8,Technical University of Denmark (DTU)
beginner,1.0,0.0,4.7,Coursera
advanced,2.0,4654.0,4.7,Coursera
beginner,11.0,33106.0,4.7,University of Colorado System
beginner,10.0,18787.0,4.7,Universidad Nacional Autónoma de México
intermediate,26.0,7020.0,4.8,HSE University
beginner,15.0,6095.0,4.5,University of Illinois at Urbana-Champaign
intermediate,2.0,9847.0,4.7,Coursera
beginner,1.0,2580.0,4.7,Coursera
beginner,10.0,81807.0,4.7,University of Pennsylvania
beginner,19.0,70102.0,4.4,The State University of New York
beginner,14.0,165058.0,3.3,The State University of New York
intermediate,8.0,5904.0,4.7,Google Cloud
beginner,13.0,10701.0,4.8,Arizona State University
intermediate,23.0,22706.0,4.6,Rutgers the State University of New Jersey
advanced,1.5,0.0,4.7,Coursera
beginner,1.5,0.0,4.7,Coursera
beginner,19.0,10795.0,4.7,The University of Edinburgh
intermediate,10.0,2541.0,4.9,SAS
intermediate,18.0,17574.0,4.7,HSE University
intermediate,16.0,6743.0,4.7,Moscow Institute of Physics and Technology
beginner,0.0,0.0,4.7,Coursera
beginner,11.0,9521.0,4.7,Yonsei University
intermediate,7.0,0.0,4.7,LearnQuest
beginner,9.0,0.0,4.7,University of Illinois at Urbana-Champaign
intermediate,20.0,36630.0,4.6,"University of Maryland, College Park"
beginner,15.0,0.0,4.7,IBM
beginner,20.0,124447.0,4.5,IBM
beginner,16.0,0.0,4.9,IBM
intermediate,10.0,10361.0,4.7,University of Geneva
beginner,9.0,16521.0,4.8,University of Pennsylvania
beginner,23.0,0.0,4.9,(ISC)²
beginner,18.0,83967.0,4.9,"Nanyang Technological University, Singapore"
intermediate,2.0,0.0,4.7,Coursera
beginner,15.0,0.0,4.7,UBITS
intermediate,23.0,3749.0,4.7,The Chinese University of Hong Kong
intermediate,12.0,85714.0,4.8,University of Colorado Boulder
intermediate,37.0,25308.0,4.4,Moscow Institute of Physics and Technology
beginner,6.0,85929.0,4.2,University of Pennsylvania
intermediate,18.0,39479.0,4.6,HEC Paris
beginner,1.0,0.0,4.7,Coursera
beginner,1.0,2609.0,4.7,Coursera
beginner,12.0,0.0,4.7,Universidad Austral
intermediate,24.0,1734.0,4.6,Imperial College London
beginner,9.0,33857.0,4.5,The State University of New York
beginner,17.0,0.0,4.3,University of Pennsylvania
beginner,2.0,0.0,4.7,Coursera
beginner,0.0,0.0,4.7,Coursera
beginner,1.0,2682.0,4.7,Coursera
beginner,19.0,40157.0,4.7,New York University
beginner,8.0,75101.0,4.6,Indian School of Business
beginner,3.0,14252.0,4.6,Universitat Autònoma de Barcelona
intermediate,14.0,207345.0,4.8,University of Virginia
beginner,29.0,0.0,4.7,UBITS
beginner,13.0,0.0,4.3,"University of California, Irvine"
beginner,12.0,25282.0,4.7,Universidad Nacional Autónoma de México
beginner,0.0,0.0,4.7,Universidad Nacional Autónoma de México
beginner,24.0,31607.0,4.8,EDHEC Business School
intermediate,13.0,7424.0,4.7,LearnQuest
beginner,2.0,0.0,4.7,Coursera
beginner,6.0,15778.0,4.5,IE Business School
intermediate,26.0,73095.0,4.6,University of Michigan
beginner,12.0,0.0,4.7,University of Colorado Boulder
beginner,12.0,6651.0,4.8,Universidad de Palermo
beginner,11.0,28078.0,4.4,University of Minnesota
intermediate,1.2,0.0,4.7,Coursera
beginner,13.0,231066.0,4.7,University of Pennsylvania
beginner,19.0,0.0,4.7,Universidad de los Andes
beginner,3.0,4259.0,4.5,Stanford University
beginner,14.0,116345.0,4.7,University of California San Diego
beginner,1.0,3810.0,4.7,Coursera
beginner,25.0,20168.0,4.7,Copenhagen Business School
beginner,19.0,22838.0,4.8,University of Illinois at Urbana-Champaign
beginner,15.0,5682.0,4.8,École Polytechnique
intermediate,30.0,24921.0,4.2,University of Minnesota
beginner,2.0,0.0,4.7,Coursera
beginner,1.0,0.0,4.7,Coursera
beginner,2.0,0.0,4.7,Coursera
beginner,12.0,0.0,4.6,LearnQuest
intermediate,25.0,25140.0,4.8,University of Colorado Boulder
beginner,10.0,5185.0,4.3,Rutgers the State University of New Jersey
beginner,12.0,0.0,4.7,University of Colorado Boulder
intermediate,2.0,1582.0,4.7,Coursera
intermediate,2.0,3701.0,4.7,Coursera
intermediate,1.0,0.0,4.7,Coursera
beginner,78.0,30337.0,4.6,Pontificia Universidad Católica de Chile
beginner,13.0,0.0,4.7,Universidad Austral
beginner,13.0,38031.0,4.9,Yale University
beginner,1.0,2437.0,4.7,Coursera
beginner,19.0,1532.0,4.8,University of Illinois at Urbana-Champaign
beginner,16.0,0.0,4.7,Stanford University
intermediate,23.0,5117.0,4.6,"University of California, Davis"
beginner,13.0,0.0,4.8,University of Toronto
beginner,29.0,6400.0,4.7,Universiteit Leiden
beginner,23.0,51922.0,4.3,University of Amsterdam
beginner,2.0,0.0,4.7,Coursera
intermediate,16.0,0.0,4.7,LearnQuest
beginner,29.0,0.0,5.0,INSEAD
beginner,31.0,30429.0,4.8,École Polytechnique Fédérale de Lausanne
beginner,5.0,89858.0,4.6,University of Alberta
beginner,30.0,2130.0,4.8,Technical University of Denmark (DTU)
beginner,10.0,34115.0,4.8,Universidad Nacional Autónoma de México
beginner,20.0,0.0,4.7,Pontificia Universidad Católica de Chile
beginner,12.0,0.0,4.7,University of Colorado Boulder
beginner,19.0,4827.0,4.8,University of Illinois at Urbana-Champaign
beginner,29.0,8300.0,4.7,INSEAD
beginner,26.0,22140.0,4.7,The University of Melbourne
intermediate,13.0,7208.0,4.6,"University of California, Davis"
beginner,14.0,35504.0,4.8,Utrecht University
intermediate,18.0,16858.0,4.9,University of Minnesota
beginner,1.0,0.0,4.7,Coursera
beginner,2.0,0.0,4.7,Coursera
beginner,17.0,86514.0,4.8,Duke University
beginner,19.0,62888.0,4.7,University of Manchester   
beginner,35.0,32680.0,4.8,École Polytechnique Fédérale de Lausanne
beginner,14.0,79250.0,4.9,
intermediate,1.0,0.0,4.7,Coursera
beginner,2.0,2989.0,4.7,Coursera
beginner,7.0,15143.0,4.7,University of New Mexico
intermediate,11.0,0.0,4.7,National Research Nuclear University MEPhI
beginner,20.0,1708.0,4.3,Berklee College of Music
beginner,20.0,18203.0,4.3,Unity
beginner,12.0,7158.0,4.2,University of Pennsylvania
beginner,13.0,20257.0,4.7,Universidad Nacional Autónoma de México
intermediate,21.0,10009.0,4.7,École Polytechnique Fédérale de Lausanne
intermediate,10.0,2186.0,4.5,Google Cloud
beginner,7.0,149613.0,4.6,University of Pennsylvania
beginner,29.0,34487.0,4.8,INSEAD
beginner,0.0,0.0,4.7,Coursera
beginner,15.0,0.0,4.7,
beginner,15.0,13919.0,4.8,University of Minnesota
intermediate,19.0,25506.0,4.6,University of Michigan
intermediate,13.0,1818.0,4.4,University of Colorado System
intermediate,7.0,3698.0,4.8,Unity
beginner,1.0,0.0,4.7,Coursera
beginner,19.0,486843.0,4.7,The University of Edinburgh
beginner,9.0,18258.0,4.4,Emory University
beginner,21.0,10730.0,4.7,University of London
beginner,14.0,5528.0,4.8,Universidade Estadual de Campinas
beginner,8.0,39718.0,4.7,University of New Mexico
beginner,13.0,126033.0,4.8,Case Western Reserve University
beginner,13.0,2604.0,4.3,University of Colorado Boulder
beginner,13.0,7387.0,4.6,University of Pennsylvania
beginner,18.0,13861.0,4.4,Peter the Great St. Petersburg Polytechnic University
intermediate,17.0,3069.0,4.9,University of Michigan
intermediate,18.0,52365.0,4.6,University of Colorado Boulder
beginner,32.0,10547.0,4.8,HSE University
beginner,11.0,4077.0,4.9,Universidad Nacional Autónoma de México
intermediate,2.0,0.0,4.7,Coursera
intermediate,10.0,0.0,4.3,Google Cloud
beginner,6.0,0.0,4.7,"University of California, Irvine"
beginner,8.0,17650.0,4.8,The University of North Carolina at Chapel Hill
beginner,11.0,58608.0,4.7,IE Business School
intermediate,2.0,0.0,4.7,Coursera
intermediate,1.0,0.0,4.7,Coursera
beginner,2.0,0.0,4.7,Coursera
beginner,27.0,0.0,4.5,E-Learning Development Fund
beginner,22.0,153258.0,4.7,"University of California, Davis"
beginner,29.0,19440.0,4.9,Universidade de São Paulo
beginner,3.0,8895.0,4.5,Intel
beginner,10.0,8792.0,4.7,University of London
beginner,22.0,8732.0,4.7,Rice University
beginner,17.0,247416.0,4.6,University of California San Diego
beginner,14.0,36111.0,4.9,IESE Business School
beginner,11.0,7300.0,4.4,IBM
beginner,2.0,0.0,4.7,Coursera
intermediate,2.0,0.0,4.7,Coursera
beginner,9.0,15953.0,4.7,University of Colorado System
intermediate,10.0,5686.0,4.6,Google Cloud
beginner,21.0,8238.0,4.7,Utrecht University
intermediate,2.0,2692.0,4.7,Coursera
beginner,4.0,6882.0,4.6,Icahn School of Medicine at Mount Sinai
beginner,7.0,210408.0,4.4,University of Virginia
intermediate,10.0,0.0,4.2,Korea Advanced Institute of Science and Technology(KAIST)
beginner,13.0,78676.0,4.7,University of London
beginner,42.0,145596.0,4.9,Universidade de São Paulo
intermediate,2.0,0.0,4.7,Coursera
beginner,1.5,0.0,4.7,Coursera
intermediate,1.5,0.0,4.7,Coursera
beginner,15.0,0.0,4.7,University of Colorado Boulder
beginner,16.0,10797.0,4.8,University of Pennsylvania
beginner,18.0,14028.0,4.2,University of California San Diego
beginner,12.0,0.0,4.7,IBM
beginner,2.0,0.0,4.7,Coursera
intermediate,6.0,8012.0,4.6,Korea Advanced Institute of Science and Technology(KAIST)
beginner,14.0,0.0,4.7,Universidad de los Andes
beginner,15.0,18534.0,4.6,The Hong Kong University of Science and Technology
beginner,15.0,53386.0,4.9,The University of North Carolina at Chapel Hill
beginner,8.0,2332.0,4.8,University of Colorado Boulder
intermediate,10.0,0.0,4.8,Google Cloud
intermediate,11.0,3983.0,4.0,École Polytechnique
intermediate,2.0,0.0,4.7,Coursera
beginner,10.0,65002.0,4.7,California Institute of the Arts
beginner,10.0,2955.0,4.7,
beginner,26.0,6864.0,4.9,HSE University
intermediate,21.0,12919.0,4.6,University of Michigan
beginner,13.0,27909.0,4.2,Moscow Institute of Physics and Technology
intermediate,11.0,2063.0,4.6,Korea Advanced Institute of Science and Technology(KAIST)
beginner,2.0,0.0,4.7,Coursera
beginner,11.0,2510.0,4.7,University of London
intermediate,23.0,11938.0,4.8,Universidade de São Paulo
beginner,18.0,14249.0,4.7,University of Minnesota
beginner,16.0,19332.0,4.5,University of California San Diego
intermediate,2.0,0.0,4.7,Coursera
beginner,4.0,5215.0,4.6,Universidad Austral
intermediate,111.0,9349.0,4.7,HSE University
beginner,16.0,15835.0,4.5,IBM
intermediate,8.0,94962.0,4.6,Google Cloud
beginner,18.0,12446.0,4.5,Rutgers the State University of New Jersey
intermediate,60.0,0.0,4.7,Coursera
beginner,13.0,117262.0,4.6,École Polytechnique
beginner,7.0,336976.0,4.7,"University of California, Irvine"
advanced,6.0,4200.0,4.5,University of Colorado Boulder
beginner,13.0,21234.0,4.1,University of Illinois at Urbana-Champaign
beginner,15.0,66938.0,4.5,Google Cloud
intermediate,12.0,2970.0,4.7,Lund University
advanced,35.0,97171.0,4.7,University of Toronto
intermediate,1.0,0.0,4.7,Coursera
beginner,12.0,39197.0,4.8,University of Michigan
beginner,16.0,13975.0,4.8,Universidade de São Paulo
beginner,9.0,15088.0,4.6,Yonsei University
beginner,14.0,3064.0,4.9,University of Minnesota
intermediate,2.0,0.0,4.7,Coursera
beginner,9.0,10596.0,4.8,University of Pennsylvania
beginner,5.0,21717.0,4.6,University of California San Diego
beginner,21.0,41306.0,4.2,University of London
beginner,6.0,0.0,4.7,IBM
