difficulty,total_hours,enrolled,rating,institution
beginner,16.0,37596.0,4.8,Moscow Institute of Physics and Technology
beginner,10.0,4505.0,4.6,Universitat Autònoma de Barcelona
beginner,8.0,16990.0,4.6,University of Minnesota
beginner,32.0,10924.0,4.6,HSE University
intermediate,2.0,0.0,4.7,Coursera
beginner,2.0,0.0,4.7,Coursera
intermediate,2.0,3488.0,4.7,Coursera
intermediate,2.0,5719.0,4.7,Coursera
intermediate,77.0,14869.0,4.9,Moscow Institute of Physics and Technology
beginner,300.0,0.0,4.7,Saint Petersburg State University
beginner,8.0,30667.0,4.8,HSE University
beginner,20.0,0.0,4.7,Saint Petersburg State University
beginner,48.0,43974.0,4.6,Peter the Great St. Petersburg Polytechnic University
intermediate,14.0,2627.0,4.3,HSE University
beginner,10.0,2479.0,4.5,National Research Tomsk State University
beginner,24.0,0.0,4.7,National Research Tomsk State University
beginner,23.0,4837.0,4.3,Moscow Institute of Physics and Technology
beginner,26.0,0.0,4.7,Macquarie University
beginner,12.0,24066.0,4.7,Case Western Reserve University
beginner,17.0,40702.0,4.3,Duke University
intermediate,9.0,0.0,4.7,Novosibirsk State University 
beginner,20.0,18393.0,4.8,University of Lausanne
beginner,11.0,39895.0,4.6,University of California San Diego
beginner,4.0,2781.0,4.8,University of Michigan
beginner,16.0,124672.0,4.7,California Institute of the Arts
intermediate,19.0,2961.0,3.5,Peter the Great St. Petersburg Polytechnic University
beginner,5.0,9667.0,4.8,Novosibirsk State University 
intermediate,126.0,52203.0,4.9,Moscow Institute of Physics and Technology
beginner,15.0,0.0,4.7,Saint Petersburg State University
beginner,18.0,0.0,4.7,National Research Tomsk State University
beginner,12.0,5098.0,4.9,Saint Petersburg State University
beginner,30.0,17732.0,4.7,HSE University
beginner,13.0,5125.0,4.9,National Research Tomsk State University
intermediate,8.0,0.0,4.7,HSE University
beginner,2.0,0.0,4.7,Coursera
beginner,19.0,12420.0,4.7,University of Cape Town
beginner,13.0,21223.0,4.7,Google AR & VR
beginner,3.0,0.0,4.8,Association of International Certified Professional Accountants
intermediate,13.0,2583.0,5.0,National Research Tomsk State University
beginner,9.0,12811.0,4.4,National Research Tomsk State University
beginner,0.0,0.0,4.7,Coursera
intermediate,2.0,1750.0,4.7,Coursera
intermediate,8.0,0.0,4.4,Moscow Institute of Physics and Technology
beginner,10.0,0.0,4.7,Saint Petersburg State University
beginner,8.0,0.0,4.7,University of Toronto
intermediate,41.0,33244.0,4.9,California Institute of the Arts
intermediate,26.0,0.0,4.7,National Research Nuclear University MEPhI
beginner,30.0,205676.0,4.9,Stanford University
beginner,14.0,37387.0,4.7,Yonsei University
beginner,28.0,4900.0,4.9,National Research Tomsk State University
beginner,11.0,2558.0,4.8,National Research Tomsk State University
beginner,6.0,1871.0,4.7,Saint Petersburg State University
beginner,9.0,0.0,4.7,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
intermediate,16.0,20545.0,4.5,HSE University
beginner,29.0,5625.0,4.6,National Research Tomsk State University
beginner,14.0,2446.0,4.8,Peter the Great St. Petersburg Polytechnic University
beginner,18.0,21087.0,4.5,Vanderbilt University
intermediate,24.0,14094.0,4.8,University of Illinois at Urbana-Champaign
beginner,9.0,34184.0,4.6,"University of California, Davis"
intermediate,12.0,36749.0,4.8,California Institute of the Arts
beginner,21.0,7260.0,4.7,Peter the Great St. Petersburg Polytechnic University
beginner,45.0,6236.0,4.7,Coursera
intermediate,10.0,5581.0,4.8,Saint Petersburg State University
intermediate,20.0,4903.0,4.7,National Research Tomsk State University
beginner,6.0,2392.0,4.2,National Research Nuclear University MEPhI
beginner,18.0,0.0,4.7,Saint Petersburg State University
beginner,87.0,119154.0,4.5,HSE University
intermediate,47.0,0.0,4.7,IBM
intermediate,22.0,3005.0,4.6,Peter the Great St. Petersburg Polytechnic University
intermediate,69.0,3127.0,4.5,Saint Petersburg State University
beginner,14.0,0.0,4.8,National Research Nuclear University MEPhI
beginner,14.0,50582.0,4.7,"University of California, Davis"
beginner,6.0,6292.0,4.8,Wesleyan University
beginner,33.0,1602.0,4.9,HSE University
beginner,28.0,176645.0,4.9,The University of Chicago
intermediate,28.0,0.0,4.8,University of Michigan
intermediate,23.0,31678.0,4.7,University of Illinois at Urbana-Champaign
beginner,17.0,33720.0,4.8,University of Michigan
intermediate,16.0,3652.0,4.6,HSE University
beginner,12.0,9493.0,4.9,National Research Nuclear University MEPhI
advanced,10.0,5146.0,4.6,Saint Petersburg State University
intermediate,22.0,0.0,4.7,HSE University
beginner,29.0,15887.0,4.9,Macquarie University
beginner,7.0,2279.0,4.2,National Research Nuclear University MEPhI
beginner,13.0,4392.0,4.5,HSE University
beginner,6.0,3445.0,4.7,National Research Tomsk State University
beginner,19.0,12727.0,4.2,Peter the Great St. Petersburg Polytechnic University
beginner,89.0,6623.0,3.9,Saint Petersburg State University
intermediate,27.0,1604.0,4.1,Moscow Institute of Physics and Technology
beginner,21.0,0.0,4.8,Xi'an Jiaotong University
beginner,24.0,113071.0,4.7,Lund University
beginner,12.0,0.0,5.0,Koç University
beginner,14.0,1823.0,4.6,The University of Sydney
intermediate,12.0,0.0,4.5,EIT Digital 
beginner,11.0,69121.0,4.8,National Research Nuclear University MEPhI
beginner,5.0,3885.0,4.7,"University of California, Irvine"
advanced,12.0,3960.0,4.8,Saint Petersburg State University
beginner,8.0,0.0,4.7,Saint Petersburg State University
beginner,6.0,0.0,4.7,"University of California, Irvine"
beginner,25.0,6700.0,4.7,Moscow Institute of Physics and Technology
beginner,8.0,5113.0,4.1,National Research Nuclear University MEPhI
beginner,13.0,81964.0,4.7,Commonwealth Education Trust
beginner,25.0,7632.0,4.8,National Research Nuclear University MEPhI
advanced,9.0,0.0,4.9,Saint Petersburg State University
beginner,10.0,5090.0,4.9,Novosibirsk State University 
intermediate,12.0,0.0,4.7,Moscow Institute of Physics and Technology
beginner,12.0,16484.0,4.7,University of Colorado System
beginner,11.0,3235.0,4.6,ESSEC Business School
beginner,15.0,49328.0,4.8,IE Business School
beginner,41.0,4483.0,4.5,Saint Petersburg State University
intermediate,15.0,40034.0,4.7,University of Michigan
beginner,4.0,193888.0,4.7,University of Pennsylvania
beginner,12.0,11864.0,4.8,Saint Petersburg State University
beginner,7.0,2099.0,3.9,Saint Petersburg State University
beginner,32.0,11896.0,4.6,HSE University
beginner,1.0,0.0,4.7,Coursera
beginner,2.0,28130.0,4.7,Coursera
advanced,16.0,3069.0,4.7,Moscow Institute of Physics and Technology
beginner,21.0,20840.0,4.8,HSE University
beginner,56.0,103070.0,4.6,HSE University
beginner,9.0,0.0,4.8,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
beginner,24.0,27410.0,4.9,HSE University
beginner,24.0,11626.0,4.6,HSE University
intermediate,46.0,300599.0,4.8,École Polytechnique
beginner,28.0,37350.0,4.6,Utrecht University
intermediate,17.0,11341.0,3.8,École Polytechnique
beginner,20.0,42205.0,4.7,University of Michigan
beginner,23.0,4972.0,4.7,University of Geneva
intermediate,1.5,5042.0,4.7,Coursera
beginner,11.0,39356.0,4.8,HSE University
beginner,17.0,19138.0,4.8,National Research Tomsk State University
beginner,18.0,0.0,4.7,Saint Petersburg State University
beginner,33.0,20196.0,4.5,HSE University
beginner,14.0,3726.0,4.7,Moscow Institute of Physics and Technology
beginner,2.0,2734.0,4.7,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
beginner,16.0,10299.0,4.7,University of Michigan
beginner,36.0,112925.0,4.7,Technical University of Denmark (DTU)
beginner,7.0,0.0,4.9,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
beginner,37.0,0.0,4.7,HSE University
intermediate,23.0,11032.0,4.7,École Polytechnique Fédérale de Lausanne
intermediate,40.0,3735.0,4.6,HSE University
intermediate,2.0,0.0,4.7,Coursera
beginner,20.0,78123.0,4.7,University of Michigan
beginner,16.0,0.0,4.7,Saint Petersburg State University
beginner,15.0,2742.0,4.6,University of Geneva
intermediate,48.0,0.0,4.7,HSE University
intermediate,2.0,0.0,4.7,Coursera
intermediate,1.5,5749.0,4.7,Coursera
beginner,8.0,7447.0,4.5,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
beginner,16.0,0.0,4.7,Saint Petersburg State University
intermediate,14.0,0.0,4.7,National Research Tomsk State University
intermediate,63.0,6864.0,4.0,Peter the Great St. Petersburg Polytechnic University
beginner,8.0,0.0,4.8,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
intermediate,20.0,8405.0,4.8,Moscow Institute of Physics and Technology
intermediate,22.0,2442.0,4.5,Novosibirsk State University 
intermediate,16.0,0.0,4.9,National Research Nuclear University MEPhI
beginner,25.0,2971.0,4.3,University of Colorado Boulder
beginner,14.0,6774.0,4.8,University of Michigan
intermediate,3.0,0.0,4.8,Universitat de Barcelona
beginner,14.0,12389.0,4.6,
intermediate,13.0,21869.0,4.7,Universidad Nacional Autónoma de México
beginner,12.0,4080.0,4.4,École Polytechnique Fédérale de Lausanne
beginner,19.0,41648.0,4.5,University of New Mexico
intermediate,31.0,13053.0,4.6,Moscow Institute of Physics and Technology
intermediate,2.0,0.0,4.7,Coursera
beginner,21.0,3135.0,4.8,Moscow Institute of Physics and Technology
beginner,22.0,3719.0,4.5,National Research Tomsk State University
intermediate,20.0,28975.0,4.8,Moscow Institute of Physics and Technology
beginner,20.0,5510.0,4.9,Saint Petersburg State University
beginner,30.0,33453.0,4.8,HSE University
beginner,27.0,0.0,4.7,Saint Petersburg State University
intermediate,12.0,0.0,4.7,Saint Petersburg State University
beginner,2.0,4243.0,4.7,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
beginner,5.0,0.0,4.5,University of Michigan
beginner,14.0,7884.0,4.8,University of Michigan
beginner,22.0,3687.0,4.6,Koç University
beginner,3.0,0.0,4.9,University of Toronto
beginner,5.0,6157.0,4.8,National Research Tomsk State University
beginner,15.0,0.0,4.7,University of Michigan
intermediate,2.0,0.0,4.7,Coursera
beginner,8.0,0.0,4.7,Saint Petersburg State University
beginner,34.0,3754.0,4.5,HSE University
beginner,27.0,57190.0,4.6,University of London
beginner,13.0,8912.0,4.3,École Polytechnique Fédérale de Lausanne
beginner,11.0,0.0,4.7,Saint Petersburg State University
beginner,8.0,0.0,4.3,SberUniversity
intermediate,28.0,0.0,4.7,Saint Petersburg State University
intermediate,21.0,4095.0,4.7,Novosibirsk State University 
beginner,6.0,0.0,4.7,University of Virginia
intermediate,14.0,0.0,4.9,Saint Petersburg State University
intermediate,33.0,2647.0,4.7,Moscow Institute of Physics and Technology
beginner,15.0,8329.0,4.8,HSE University
beginner,7.0,27014.0,4.6,Technical University of Denmark (DTU)
beginner,7.0,6698.0,4.5,Wesleyan University
beginner,21.0,7936.0,4.5,Koç University
beginner,5.0,0.0,4.7,Google Cloud
beginner,15.0,0.0,4.7,University of Michigan
intermediate,38.0,5410.0,4.7,École Polytechnique Fédérale de Lausanne
beginner,24.0,1556.0,4.8,University of Colorado Boulder
intermediate,19.0,6214.0,4.9,National Research Tomsk State University
beginner,5.0,0.0,4.9,Saint Petersburg State University
beginner,5.0,0.0,4.0,Saint Petersburg State University
intermediate,2.0,0.0,4.7,Coursera
beginner,12.0,5919.0,4.4,National Research Tomsk State University
intermediate,16.0,8506.0,4.7,Novosibirsk State University 
beginner,39.0,0.0,4.7,HSE University
intermediate,16.0,12067.0,4.6,Saint Petersburg State University
intermediate,23.0,2121.0,4.4,Moscow Institute of Physics and Technology
intermediate,16.0,5398.0,4.7,HSE University
beginner,2.0,0.0,4.7,Coursera
beginner,25.0,213627.0,4.8,Universidad Nacional Autónoma de México
beginner,5.0,0.0,4.7,Google Cloud
intermediate,9.0,2579.0,4.9,Erasmus University Rotterdam
intermediate,13.0,34618.0,4.7,"University of Maryland, College Park"
beginner,11.0,5545.0,4.7,École Polytechnique Fédérale de Lausanne
advanced,27.0,20160.0,4.7,Moscow Institute of Physics and Technology
beginner,12.0,5462.0,4.6,National Research Nuclear University MEPhI
beginner,4.0,1667.0,4.6,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
beginner,27.0,1596.0,4.2,National Research Nuclear University MEPhI
intermediate,34.0,2258.0,5.0,HSE University
intermediate,25.0,5846.0,4.5,University of Manchester   
beginner,15.0,0.0,4.7,California Institute of the Arts
beginner,1.5,0.0,4.7,Coursera
intermediate,2.0,0.0,4.7,Coursera
beginner,6.0,5552.0,4.9,E-Learning Development Fund
beginner,15.0,5791.0,4.6,Peter the Great St. Petersburg Polytechnic University
beginner,25.0,0.0,4.7,HSE University
beginner,10.0,0.0,4.7,IBM
beginner,11.0,16041.0,4.6,The University of North Carolina at Chapel Hill
beginner,10.0,10718.0,4.3,Wesleyan University
beginner,12.0,29885.0,4.8,IESE Business School
beginner,5.0,0.0,4.7,Google Cloud
beginner,15.0,4965.0,4.6,The University of Sydney
beginner,9.0,13400.0,4.3,Universitat Autònoma de Barcelona
beginner,26.0,13822.0,4.7,University of Manchester   
intermediate,30.0,0.0,4.7,Macquarie University
beginner,12.0,9779.0,4.6,HSE University
beginner,23.0,15745.0,4.8,Novosibirsk State University 
intermediate,65.0,11576.0,4.1,Moscow Institute of Physics and Technology
beginner,19.0,29143.0,4.5,HSE University
beginner,14.0,4956.0,4.7,National Research Tomsk State University
beginner,37.0,7476.0,4.8,Saint Petersburg State University
beginner,7.0,0.0,4.9,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
beginner,35.0,8044.0,4.8,Saint Petersburg State University
beginner,20.0,1720.0,4.7,Saint Petersburg State University
beginner,8.0,8240.0,4.5,University of Colorado Boulder
beginner,17.0,11331.0,4.7,Rice University
beginner,8.0,0.0,4.7,IBM
beginner,5.0,0.0,4.7,Google Cloud
beginner,10.0,30403.0,4.6,University of Geneva
intermediate,2.0,0.0,4.7,Coursera
beginner,2.0,7110.0,4.7,Coursera
beginner,5.0,4585.0,4.8,Saint Petersburg State University
intermediate,13.0,7011.0,4.8,National Research Tomsk State University
intermediate,30.0,0.0,4.7,Saint Petersburg State University
intermediate,16.0,1572.0,4.3,Moscow Institute of Physics and Technology
beginner,5.0,7756.0,4.4,Saint Petersburg State University
beginner,44.0,0.0,4.7,National Research Tomsk State University
beginner,13.0,0.0,4.7,Indian School of Business
beginner,27.0,5748.0,4.5,Moscow Institute of Physics and Technology
beginner,20.0,6319.0,4.5,Saint Petersburg State University
beginner,14.0,0.0,4.7,Saint Petersburg State University
beginner,16.0,29309.0,4.7,Michigan State University
beginner,20.0,73855.0,4.3,University System of Georgia
beginner,13.0,0.0,4.7,Pontificia Universidad Católica de Chile
beginner,5.0,2918.0,4.4,Google Cloud
beginner,13.0,62371.0,4.8,Atlassian
beginner,17.0,0.0,4.7,University of Zurich
intermediate,19.0,3178.0,4.6,Novosibirsk State University 
beginner,6.0,5982.0,4.8,Saint Petersburg State University
beginner,24.0,5317.0,4.9,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
advanced,2.0,5652.0,4.7,Coursera
beginner,22.0,33524.0,4.8,Saint Petersburg State University
beginner,11.0,10422.0,4.4,Saint Petersburg State University
beginner,9.0,5338.0,4.9,Saint Petersburg State University
beginner,15.0,0.0,4.7,Saint Petersburg State University
beginner,20.0,0.0,4.7,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
beginner,15.0,0.0,4.7,National Research Nuclear University MEPhI
beginner,12.0,4525.0,4.9,Saint Petersburg State University
intermediate,14.0,0.0,4.4,LearnQuest
intermediate,15.0,0.0,4.7,Universidad de los Andes
beginner,15.0,24896.0,4.6,Emory University
beginner,60.0,1535.0,4.7,Coursera
intermediate,1.0,0.0,4.7,Coursera
beginner,0.0,0.0,4.7,Coursera
intermediate,1.0,1690.0,4.7,Coursera
beginner,18.0,0.0,4.7,Saint Petersburg State University
beginner,18.0,0.0,5.0,University of Geneva
beginner,12.0,16561.0,4.3,National Research Tomsk State University
beginner,38.0,0.0,4.7,HSE University
beginner,7.0,126801.0,4.6,Northwestern University
beginner,7.0,0.0,4.8,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
beginner,10.0,0.0,4.7,Saint Petersburg State University
advanced,11.0,8197.0,4.8,Saint Petersburg State University
beginner,12.0,0.0,4.7,National Research Nuclear University MEPhI
beginner,8.0,0.0,4.7,Saint Petersburg State University
beginner,9.0,0.0,4.7,E-Learning Development Fund
beginner,2.0,0.0,4.7,Coursera
beginner,6.0,125749.0,4.4,Universitat Autònoma de Barcelona
beginner,11.0,15970.0,4.7,University of Michigan
beginner,3.0,1893.0,4.8,École Polytechnique
beginner,7.0,0.0,4.9,Laureate Education
intermediate,0.0,0.0,4.7,Coursera
beginner,2.0,4273.0,4.7,Coursera
beginner,1.5,0.0,4.7,Coursera
intermediate,11.0,7170.0,4.5,Moscow Institute of Physics and Technology
intermediate,31.0,19717.0,4.7,Moscow Institute of Physics and Technology
beginner,17.0,23103.0,4.6,Moscow Institute of Physics and Technology
beginner,13.0,12399.0,4.5,National Research Tomsk State University
beginner,14.0,3070.0,4.8,Saint Petersburg State University
beginner,6.0,0.0,4.7,DeepLearning.AI
intermediate,9.0,4647.0,4.7,Moscow Institute of Physics and Technology
beginner,26.0,0.0,4.7,HSE University
beginner,8.0,4429.0,4.6,Saint Petersburg State University
beginner,11.0,6845.0,4.8,National Research Tomsk State University
beginner,18.0,5932.0,4.8,University of Colorado System
beginner,15.0,22768.0,4.8,Universidad Nacional Autónoma de México
intermediate,1.5,0.0,4.7,Coursera
beginner,32.0,10859.0,4.6,HSE University
beginner,23.0,6453.0,4.9,"University of California, Irvine"
beginner,3.0,0.0,4.8,École Polytechnique
beginner,8.0,0.0,4.7,National Research Nuclear University MEPhI
beginner,4.0,3243.0,4.7,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
advanced,2.0,0.0,4.7,Coursera
intermediate,44.0,56870.0,4.6,Moscow Institute of Physics and Technology
beginner,32.0,18565.0,4.9,Moscow Institute of Physics and Technology
beginner,22.0,5097.0,4.8,Moscow Institute of Physics and Technology
beginner,12.0,0.0,4.7,Saint Petersburg State University
beginner,12.0,7175.0,4.3,HSE University
intermediate,15.0,12439.0,4.0,National Research Tomsk State University
intermediate,20.0,7324.0,4.3,Moscow Institute of Physics and Technology
intermediate,11.0,4723.0,4.8,HSE University
beginner,9.0,0.0,4.7,"University of California, Irvine"
beginner,13.0,15954.0,4.8,Universidad de los Andes
beginner,16.0,7150.0,4.7,HSE University
beginner,6.0,194891.0,4.6,University of London
intermediate,2.0,0.0,4.7,Coursera
beginner,18.0,2585.0,4.9,SAS
beginner,7.0,21009.0,4.6,Laureate Education
beginner,6.0,6691.0,4.9,Icahn School of Medicine at Mount Sinai
intermediate,25.0,85789.0,4.8,"University of California, Irvine"
beginner,13.0,0.0,4.7,Saint Petersburg State University
beginner,18.0,0.0,4.7,Macquarie University
intermediate,16.0,0.0,4.7,Saint Petersburg State University
beginner,7.0,0.0,4.7,National Research Nuclear University MEPhI
beginner,27.0,8744.0,4.9,HSE University
beginner,19.0,15972.0,4.6,Moscow Institute of Physics and Technology
intermediate,19.0,10231.0,4.6,Moscow Institute of Physics and Technology
beginner,12.0,2344.0,4.9,Novosibirsk State University 
intermediate,14.0,8332.0,4.6,HSE University
beginner,2.0,25641.0,4.7,Coursera
beginner,127.0,46759.0,4.1,Michigan State University
beginner,16.0,49117.0,4.7,Universidad de los Andes
beginner,7.0,2901.0,4.6,Moscow Institute of Physics and Technology
beginner,4.0,2396.0,4.6,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
beginner,10.0,407083.0,4.7,IBM
intermediate,9.0,9129.0,4.7,Novosibirsk State University 
beginner,26.0,2400.0,4.7,Moscow Institute of Physics and Technology
beginner,23.0,32924.0,4.8,HSE University
beginner,23.0,0.0,4.7,E-Learning Development Fund
advanced,28.0,0.0,4.7,Saint Petersburg State University
beginner,7.0,6010.0,4.7,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
beginner,8.0,6091.0,4.5,Saint Petersburg State University
beginner,21.0,5845.0,4.9,Moscow Institute of Physics and Technology
beginner,5.0,0.0,4.2,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)
beginner,12.0,6692.0,4.9,University of Pennsylvania
beginner,14.0,633415.0,4.8,Georgia Institute of Technology
beginner,18.0,24964.0,4.8,Universidad de los Andes
intermediate,46.0,3111.0,4.9,HSE University
intermediate,18.0,1593.0,4.7,HSE University
beginner,20.0,12456.0,4.3,HSE University
beginner,34.0,19052.0,4.6,Moscow Institute of Physics and Technology
beginner,31.0,2825.0,4.5,Saint Petersburg State University
beginner,28.0,4839.0,5.0,Saint Petersburg State University
beginner,15.0,0.0,4.7,National Research Nuclear University MEPhI
intermediate,11.0,0.0,4.7,Saint Petersburg State University
beginner,15.0,4045.0,4.9,Moscow Institute of Physics and Technology
beginner,32.0,4388.0,4.9,Novosibirsk State University 
intermediate,22.0,0.0,4.7,IBM
beginner,34.0,24245.0,4.9,Novosibirsk State University 
beginner,11.0,11304.0,4.8,University of Pennsylvania
beginner,6.0,0.0,4.8,University of Colorado Boulder
beginner,15.0,32221.0,4.9,National University of Singapore
beginner,93.0,27266.0,4.6,Michigan State University
beginner,45.0,9844.0,4.5,Universidad de Chile
beginner,9.0,1811.0,4.1,Saint Petersburg State University
beginner,24.0,0.0,4.7,Saint Petersburg State University
beginner,12.0,2751.0,4.8,National Research Tomsk State University
beginner,19.0,0.0,4.7,Saint Petersburg State University
intermediate,8.0,9133.0,4.1,National Research Tomsk State University
beginner,22.0,26342.0,4.7,Saint Petersburg State University
intermediate,20.0,6865.0,4.7,HSE University
intermediate,18.0,5370.0,4.3,Saint Petersburg State University
beginner,8.0,0.0,4.7,National Research Tomsk State University
beginner,18.0,3195.0,4.9,HSE University
intermediate,11.0,1607.0,4.9,Moscow Institute of Physics and Technology
intermediate,27.0,12302.0,4.6,Moscow Institute of Physics and Technology
beginner,21.0,25021.0,4.8,National Research Tomsk State University
beginner,24.0,51891.0,4.8,HSE University
beginner,14.0,0.0,4.7,National Research Nuclear University MEPhI
beginner,5.0,23689.0,4.7,Stanford University
intermediate,11.0,7666.0,4.5,Imperial College London
beginner,9.0,8984.0,4.7,University at Buffalo
beginner,18.0,10083.0,4.6,University of Toronto
beginner,19.0,8329.0,4.7,Copenhagen Business School
beginner,13.0,11704.0,4.7,University of Colorado Boulder
intermediate,19.0,33923.0,4.6,Moscow Institute of Physics and Technology
beginner,20.0,36040.0,4.8,University of Illinois at Urbana-Champaign
beginner,17.0,0.0,4.7,University of Michigan
beginner,5.0,11726.0,4.8,Universidad Nacional Autónoma de México
beginner,6.0,6118.0,4.7,University of Pennsylvania
intermediate,11.0,0.0,4.7,CertNexus
beginner,34.0,1515.0,4.9,Cresça com o Google
beginner,16.0,2194.0,4.8,(ISC)²
beginner,11.0,16803.0,4.8,Universidad Nacional Autónoma de México
intermediate,2.0,1613.0,4.7,Coursera
beginner,2.0,4044.0,4.6,(ISC)²
intermediate,47.0,93968.0,4.9,
beginner,6.0,2424.0,4.6,Emory University
intermediate,17.0,5846.0,4.7,The State University of New York
intermediate,14.0,0.0,4.4,Google Cloud
beginner,5.0,9740.0,4.5,Emory University
intermediate,1.0,2575.0,4.7,Coursera
beginner,24.0,656465.0,4.8,Google
advanced,16.0,5256.0,4.7,LearnQuest
beginner,5.0,0.0,4.8,University of Colorado Boulder
beginner,15.0,34663.0,4.5,The State University of New York
beginner,31.0,46914.0,4.5,University of Illinois at Urbana-Champaign
beginner,7.0,518542.0,4.7,Stanford University
beginner,11.0,26570.0,4.8,The University of Tokyo
beginner,12.0,18262.0,4.8,Universiteit Leiden
intermediate,15.0,0.0,4.7,Google Cloud
beginner,12.0,12859.0,4.5,Berklee College of Music
intermediate,13.0,3132.0,4.7,University at Buffalo
intermediate,21.0,0.0,4.7,University of Michigan
beginner,16.0,4501.0,4.7,
beginner,14.0,0.0,4.7,University of Michigan
intermediate,1.0,0.0,4.7,Coursera
beginner,10.0,115837.0,4.7,University of Colorado Boulder
beginner,7.0,7925.0,4.7,Erasmus University Rotterdam
beginner,8.0,0.0,4.4,EIT Digital 
beginner,8.0,10211.0,4.4,Sapienza University of Rome
beginner,26.0,12010.0,4.7,"University of California, Irvine"
beginner,33.0,61032.0,4.5,University of Illinois at Urbana-Champaign
intermediate,2.0,4726.0,4.7,Coursera
intermediate,11.0,0.0,4.7,Google Cloud
beginner,9.0,41326.0,4.6,Northwestern University
beginner,11.0,2903.0,4.5,University of Colorado System
beginner,17.0,0.0,4.5,Peter the Great St. Petersburg Polytechnic University
beginner,4.0,0.0,4.7,University of Leeds
beginner,15.0,47002.0,4.8,The State University of New York
intermediate,11.0,0.0,4.4,Google Cloud
beginner,6.0,5985.0,4.8,
intermediate,30.0,28163.0,4.7,Universiteit Leiden
beginner,24.0,11233.0,4.7,HSE University
intermediate,8.0,6533.0,4.8,Imperial College London
intermediate,2.0,0.0,4.7,Coursera
beginner,2.0,2384.0,4.7,Coursera
intermediate,1.5,1995.0,4.7,Coursera
intermediate,15.0,16666.0,4.6,Google Cloud
beginner,23.0,26315.0,4.2,University of Geneva
beginner,32.0,12818.0,4.7,Yonsei University
intermediate,48.0,102146.0,4.7,The Hong Kong University of Science and Technology
beginner,18.0,58475.0,4.6,"University of Maryland, College Park"
intermediate,6.0,30089.0,4.8,Tel Aviv University
beginner,8.0,8406.0,4.6,University of Pennsylvania
beginner,20.0,9868.0,4.6,Universiteit Leiden
beginner,6.0,5471.0,4.7,
beginner,12.0,18034.0,4.7,Northwestern University
intermediate,2.0,0.0,4.7,Coursera
beginner,8.0,2046.0,4.4,University of Florida
beginner,12.0,0.0,4.7,University of Colorado Boulder
beginner,25.0,1816.0,4.6,The Chinese University of Hong Kong
beginner,8.0,24940.0,4.8,University of Geneva
beginner,18.0,0.0,4.7,Macquarie University
beginner,8.0,3983.0,4.8,University of Rochester
intermediate,17.0,27342.0,4.6,University at Buffalo
beginner,11.0,70027.0,4.8,Tel Aviv University
beginner,5.0,39819.0,4.4,"University of California, Irvine"
beginner,12.0,7432.0,4.9,Institute for the Future
beginner,18.0,2948.0,4.6,University of Colorado System
intermediate,2.0,0.0,4.7,Coursera
intermediate,2.0,0.0,4.7,Coursera
intermediate,14.0,4348.0,4.7,University of Amsterdam
beginner,17.0,69920.0,4.8,University of London
intermediate,23.0,13337.0,4.6,EIT Digital 
beginner,26.0,4448.0,4.5,École Polytechnique Fédérale de Lausanne
intermediate,55.0,5681.0,4.7,Coursera
intermediate,2.0,9772.0,4.7,Coursera
intermediate,1.5,0.0,4.7,Coursera
intermediate,17.0,14778.0,4.7,Instituto Tecnológico de Aeronáutica
beginner,9.0,6345.0,4.3,National Research Tomsk State University
beginner,18.0,30285.0,4.9,Macquarie University
beginner,5.0,322230.0,4.8,DeepLearning.AI
beginner,9.0,17806.0,4.5,Erasmus University Rotterdam
beginner,13.0,30790.0,4.6,École Polytechnique Fédérale de Lausanne
beginner,19.0,15060.0,4.8,University of Alberta
intermediate,14.0,0.0,4.9,University of Copenhagen
beginner,14.0,10933.0,4.8,University of Michigan
intermediate,23.0,13159.0,4.8,Autodesk
beginner,8.0,4955.0,4.6,University of Rochester
beginner,2.0,37701.0,4.7,Coursera
intermediate,9.0,0.0,4.7,LearnQuest
