collaboration,description,difficulty,duration,free,id_course,n_reviews,rating,school,skills,title,url,language,time_range
,"This mini-course is intended for students who would like a refresher on the basics of linear algebra. The course attempts to provide the motivation for ""why"" linear algebra is important in addition to ""what"" linear algebra is.,Students will learn concepts in linear algebra by applying them in computer programs. At the end of the course, you will have coded your own personal library of linear algebra functions that you can use to solve real-world problems.",intermediate,160.0,1,ud953,0,,School of Artificial Intelligence,"Algebra, Python, Vectors, Intersections",Linear Algebra Refresher Course,https://www.udacity.com/course/linear-algebra-refresher-course--ud953,English,months
AT&T,"This course will teach you how to start from scratch in answering questions about the real world using data. Machine learning happens to be a small part of this process. The model building process involves setting up ways of collecting data, understanding and paying attention to what is important in the data to answer the questions you are asking, finding a statistical, mathematical or a simulation model to gain understanding and make predictions. ,All of these things are equally important and model building is a crucial skill to acquire in every field of science. The process stays true to the scientific method, making what you learn through your models useful for gaining an understanding of whatever you are investigating as well as make predictions that hold true to test. ,We will take you on a journey through building various models. This process involves asking questions, gathering and manipulating data, building models, and ultimately testing and evaluating them.",advanced,80.0,1,ud919,0,,School of Artificial Intelligence,"Questioning, Modeling, Validation, Data Analysis, QMV Process",Model Building and Validation,https://www.udacity.com/course/model-building-and-validation--ud919,English,weeks
Baidu,"Through this course, you will be able to identify key parts of self-driving cars and get to know Apollo architecture. You will be able to utilize Apollo HD Map, localization, perception, prediction, planning and control, and start the learning path of building a self-driving car. ",beginner,40.0,1,ud0419,0,,School of Autonomous Systems,"Apollo HD Map, Localization, Perception, Prediction, Planning, Control",Self-Driving Fundamentals: Featuring Apollo ,https://www.udacity.com/course/self-driving-car-fundamentals-featuring-apollo--ud0419,English,weeks
Georgia Institute of Technology,"Cyber-physical systems, such as automobiles, cars, and medical devices, comprise both a physical part and a software part, whereby the physical part of the system sends information about itself to the software part, and the software sends information, usually in the form of commands, to the physical part. ,Physical systems have ""a life of their own,"" and they can often harm operators and/or cost a fortune to repair, the development of programs that control these systems cannot rely on ""trial and error,"" and they must consider in-depth the role of the human operator. ,This course introduces the principles, tools, models, and processes essential to cyber-physical system development, such as model-based development methods, basics of feedback for task scheduling, modern verification, and validation techniques, and their integration in today's industrial development processes.",advanced,160.0,1,ud9876,0,,School of Autonomous Systems,,Cyber-Physical Systems Design & Analysis,https://www.udacity.com/course/cyber-physical-systems-design-analysis--ud9876,English,weeks
,"In this course, you'll hone your problem-solving skills through learning to find numerical solutions to systems of differential equations. You'll write code in Python to fight forest fires, rescue the Apollo 13 astronauts, stop the spread of epidemics, and resolve other real-world dilemmas.",intermediate,80.0,1,cs222,0,,School of Autonomous Systems,"Math, Differential Equations",Differential Equations in Action,https://www.udacity.com/course/differential-equations-in-action--cs222,English,months
,,beginner,80.0,1,ud080,0,,School of Cloud Computing,"Cloud Computing,  AWS Console,  Compute Services,  Serverless Architecture,  Cloud Databases",Intro to Cloud Computing,https://www.udacity.com/course/intro-to-cloud-computing--ud080,English,months
Georgia Institute of Technology,"Ever wonder how Netflix can predict what movies you'll like? Or how Amazon knows what you want to buy before you do? The answer can be found in Unsupervised Learning!,Closely related to pattern recognition, Unsupervised Learning is about analyzing data and looking for patterns. It is an extremely powerful tool for identifying structure in data. This course focuses on how you can use Unsupervised Learning approaches -- including randomized optimization, clustering, and feature selection and transformation -- to find structure in unlabeled data. ,: Machine Learning is a graduate-level series of 3 courses, covering the area of Artificial Intelligence concerned with computer programs that modify and improve their performance through experiences. ,The entire series is taught as an engaging dialogue between two eminent Machine Learning professors and friends: Professor Charles Isbell (Georgia Tech) and Professor Michael Littman (Brown University).",intermediate,40.0,1,ud741,0,,School of Artificial Intelligence,"Randomized Optimization, Clustering, Feature Selection, Feature Transformation, Information Theory",Machine Learning: Unsupervised Learning,https://www.udacity.com/course/machine-learning-unsupervised-learning--ud741,English,month
Nutanix,,intermediate,40.0,1,ud0321,0,,School of Cloud Computing,"Hybrid Cloud, Nutanix, Hyperconverged Infrastructure, Prism web console, Private Cloud, Virtual Machine",Hybrid Cloud Fundamentals,https://www.udacity.com/course/hybrid-cloud-fundamentals--ud0321,English,month
Georgia Institute of Technology,"Data science plays an important role in many industries. In facing massive amount of heterogeneous data, scalable machine learning and data mining algorithms and systems become extremely important for data scientists. The growth of volume, complexity and speed in data drives the need for scalable data analytic algorithms and systems. In this course, we study such algorithms and systems in the context of healthcare applications.,In healthcare, large amounts of heterogeneous medical data have become available in various healthcare organizations (payers, providers, pharmaceuticals). This data could be an enabling resource for deriving insights for improving care delivery and reducing waste. The enormity and complexity of these datasets present great challenges in analyses and subsequent applications to a practical clinical environment.",intermediate,,1,ud758,0,,School of Artificial Intelligence,"Data Analytics, Health Care Applications, Algorithms",Big Data Analytics in Healthcare,https://www.udacity.com/course/big-data-analytics-in-healthcare--ud758,English,weeks
Upwork," As companies embrace remote work, managers need to adopt strategies tailored to globally distributed teams. In this course you'll learn the tools and develop the skills and strategies needed to hire, manage, and optimize remote teams. Udacity has developed this course in partnership with Upwork, the world's leading professional freelance platform. Managing Remote Teams gives you practical advice on how to build a culture that embraces remote workers and delivers bottomline results for your business. After taking this course, you'll be able to quickly apply remote-team best practices to your existing workforce, or begin building your remote workforce from scratch.",beginner,1.0,1,ud942,0,,School of Business,"Team Management, Workforce Training, Business Strategy, Agile Management, Remote Work",Managing Remote Teams with Upwork,https://www.udacity.com/course/managing-remote-teams-with-upwork--ud942,English,hour
Google,"In this course, you’ll learn how to pitch your business and secure the funding you’ll need to launch your new company. We’ll show you how to write clear, compelling, and targeted mission and vision statements, set quarterly and annual goals, and find mentors, co-founders, and contractors to provide help along the way. This will help you establish a strong foundation for your business and confidently pursue viable funding models, including bootstrapping, crowdsourcing, accelerators, incubators, and more. As the culmination of all of your hard work, you'll complete the course by developing your own unique pitch deck that you can use to secure investment, and launch your business.",intermediate,30.0,1,ud806,0,,School of Business,"Entrepreneurship, Bootstrapping",Get Your Startup Started,https://www.udacity.com/course/get-your-startup-started--ud806,English,weeks
,"In an introduction to the basics of the famous Customer Development Process, Steve Blank provides insight into the key steps needed to build a successful startup. ,The main idea in this course is learning how to rapidly develop and test ideas by gathering massive amounts of customer and marketplace feedback. Many startups fail by not validating their ideas early on with real-life customers. In order to mitigate that, students will learn how to get out of the building and search for the real pain points and unmet needs of customers. Only with these can the entrepreneur find a proper solution and establish a suitable business model.,Building a startup is not simply building an execution plan for a business model that the entrepreneur thinks will work, but rather, a search for the actual business model itself.",intermediate,40.0,1,ep245,0,,School of Business,"Entrepreneurship, Value Proposition, Revenue Models, Customer Segments",How to Build a Startup,https://www.udacity.com/course/how-to-build-a-startup--ep245,English,month
Google,"There is no higher form of user validation than having customers support your product with their wallets. However, the path to a profitable business is not necessarily an easy one. This course blends instruction with real life examples to help you effectively develop, implement, and measure your monetization strategy, iterating on the model as appropriate.",intermediate,40.0,1,ud518,0,,School of Business,"Product Design, Google Analytics",App Monetization,https://www.udacity.com/course/app-monetization--ud518,English,month
,"The A/B Testing course provides students with the foundational knowledge to design and analyze A/B tests to create business insights and support decision making. You will learn:,Throughout this course you’ll also learn the techniques to apply your knowledge in a data analytics program called Alteryx.,This course is part of the Business Analyst Nanodegree.",intermediate,30.0,1,ud979,0,,School of Business,"A/B Randomized Design Tests, A/B Matched Pair Design Tests",A/B Testing for Business Analysts,https://www.udacity.com/course/ab-testing--ud979,English,weeks
Google,"Without customers, your business does not exist. Marketing helps you understand your potential user and focus your product on their needs. This course will help you organize a strategy of identifying your perfect user, find ways to connect with them and what you’ll say when you find them. This covers research, planning, execution and most importantly how to grow your user base.",intermediate,20.0,1,ud719,0,,School of Business,"App Marketing, User Segmentation, Customer Acquisition",App Marketing,https://www.udacity.com/course/app-marketing--ud719,English,weeks
,"The Time Series Forecasting course provides students with the foundational knowledge to build and apply time series forecasting models in a variety of business contexts. You will learn:,Throughout this course you’ll also learn the techniques to apply your knowledge in a data analytics program called Alteryx.,This course is part of the Business Analyst Nanodegree Program.",intermediate,30.0,1,ud980,0,,School of Business,"Time Series Forecasting, ETS Models, ARIMA Models",Time Series Forecasting,https://www.udacity.com/course/time-series-forecasting--ud980,English,weeks
Google," Learn product validation, UI/UX practices, Google’s Design Sprint and the process for setting and tracking actionable metrics. ",intermediate,80.0,1,ud509,0,,School of Business,"Product Design, Design Sprints, Ideation and Validation, UI/UX",Product Design,https://www.udacity.com/course/product-design--ud509,English,months
,"The Segmentation and Clustering course provides students with the foundational knowledge to build and apply clustering models to develop more sophisticated segmentation in business contexts. You will learn:,Throughout this course you’ll also learn the techniques to apply your knowledge in a data analytics program called Alteryx.,This course is part of the Business Analyst Nanodegree Program.",intermediate,30.0,1,ud981,0,,School of Business,"Variable Reduction, Clustering Models design",Segmentation and Clustering,https://www.udacity.com/course/segmentation-and-clustering--ud981,English,weeks
Alteryx,The Classification Models course provides students with the foundational knowledge to use classification models to create business insights. You will learn:,intermediate,20.0,1,ud978,0,,School of Business,"Binary Classication Models, Non-Binary Classification Models",Classification Models,https://www.udacity.com/course/classification-models--ud978,English,weeks
Alteryx,"The Problem Solving with Analytics course provides students with the foundational knowledge to use data analytics to create business insights. ,You will learn: ",beginner,20.0,1,ud976,0,,School of Business,Linear Regression,Problem Solving with Advanced Analytics,https://www.udacity.com/course/problem-solving-with-advanced-analytics--ud976,English,weeks
Alteryx,"The Creating an Analytical Dataset course provides students with foundational knowledge to input, clean, blend, and format data in preparation for analysis. You will learn:",beginner,20.0,1,ud977,0,,School of Business,"Data Issues, Data Formatting, Data Blending",Creating an Analytical Dataset,https://www.udacity.com/course/creating-an-analytical-dataset--ud977,English,weeks
Google,"Prototyping allows you to spend ten minutes — instead of ten hours — finding an amazing design for your product.  This course will guide you through the iterative process of prototyping an app and conducting user research. You will start by making a low fidelity paper prototype, conducting research with users, and using that research to inform your next iteration. Together with InVision we’ll guide you through creating interactive prototypes. This means you don’t have to code an app before putting it in front of users! Along the way, you’ll learn how and where prototyping fits into your app design process and how you can use prototyping to become a better entrepreneur.",intermediate,30.0,1,ud723,0,,School of Business,"Prototyping, User Research, inVision",Rapid Prototyping,https://www.udacity.com/course/rapid-prototyping--ud723,English,weeks
Georgia Institute of Technology,"Data and visual analytics is an emerging field concerned with analyzing, modeling, and visualizing complex high dimensional data. ,This course will introduce students to the field by covering state­-of-­the-art modeling, analysis and visualization techniques. It will emphasize practical challenges involving complex real world data and include several case studies and hands-on work with the R programming language.",intermediate,160.0,1,ud404,0,,School of Data Science,"R, Data Analysis, Data Visualization, Regression",Data Analysis and Visualization,https://www.udacity.com/course/data-analysis-and-visualization--ud404,English,weeks
," Explore a variety of datasets, posing and answering your own questions about each. You'll be using the Python libraries NumPy, Pandas, and Matplotlib. ",beginner,60.0,1,ud170,0,,School of Data Science,"Data Analysis, Python, numpy, pandas",Intro to Data Analysis,https://www.udacity.com/course/intro-to-data-analysis--ud170,English,weeks
Mode, Learn to use Structured Query Language (SQL) to extract and analyze data stored in databases ,beginner,40.0,1,ud198,0,,School of Data Science,,SQL for Data Analysis,https://www.udacity.com/course/sql-for-data-analysis--ud198,English,weeks
,"The Introduction to Data Science class will survey the foundational topics in data science, namely:,The class will focus on breadth and present the topics briefly instead of focusing on a single topic in depth. This will give you the opportunity to sample and apply the basic techniques of data science.,This course is also a part of our , Nanodegree.",intermediate,80.0,1,ud359,0,,School of Data Science,"Data Analysis Process, pandas (Python package), MapReduce paradigm",Intro to Data Science,https://www.udacity.com/course/intro-to-data-science--ud359,English,months
Google,"In this course, you'll learn how to apply the material design principles that define Android's visual language to your apps. We'll start by walking you through Android design fundamentals, then we'll show you how to apply this knowledge to transform design elements of sample apps. By the end of the course, you'll understand how to create and use material design elements, surfaces, transitions and graphics in your app, across multiple form factors.",intermediate,40.0,1,ud862,0,,School of Programming & Development,"Android Development, Material Design, Surfaces, Graphic Design",Material Design for Android Developers,https://www.udacity.com/course/material-design-for-android-developers--ud862,English,weeks
Amazon Appstore for Android,"At first it may seem strange to consider monetization before a game is even completed, and many developers leave this as an afterthought. But monetization should be built into the fabric of a game from the beginning, because a clearly defined and understood monetization strategy can have tremendous impact on design decisions made during the development process. This kind of forward-thinking approach is especially important in today’s highly competitive game market, and keeping monetization strategy front-of-mind throughout can be the difference between product success and failure. ,This course will teach you how to make your game stand out in a very crowded field, and encourage people to pay for game features that will define the ultimate success of your product.,Currently, most game apps are free to play, and many users are looking for something simple and entertaining without the risk of making a purchase. We'll look at the most successful premium and freemium games, and discuss the most effective strategies for monetization. Our goal in this course is to teach students how to design games that produce sustainable revenue over the long-term.",beginner,30.0,1,ud407,0,,School of Programming & Development,"Game Development, Monetization, Engagement",Engagement & Monetization | Mobile Games,https://www.udacity.com/course/engagement-monetization-mobile-games--ud407,English,weeks
San Jose State University,Introduction to Psychology is a journey through all of the major psychological concepts and principles. The knowledge gained from this course will allow students to critically evaluate psychological research and have a more in-depth understanding of human thought and behavior.,beginner,160.0,1,ps001,0,,School of Programming & Development,"Pyschology, Research Methods, Biology",Intro to Psychology,https://www.udacity.com/course/intro-to-psychology--ps001,English,months
Facebook for Developers,"For an app developer, providing a seamless user experience is critical for building engagement and growing a user base. Passwordless login solutions provide your users with a simple, secure, and positive first experience.,In this course, you'll learn two frameworks for sign-up and authentication: Account Kit, which uses a phone number and code, and Facebook Login for Android. You’ll learn how to configure both types of authentication side by side in a sample app, test the flow on a series of common use cases, and wrap things up with an introduction to Facebook’s Graph API, a window into an incredible wealth of data for creating a more engaging experience for your users.",,10.0,1,ud357,0,,School of Programming & Development,,Passwordless Login Solutions for Android,https://www.udacity.com/course/passwordless-login-solutions-for-android--ud357,English,week
Google,"This course will introduce you to the content available through the Google Maps APIs. You’ll be walked through building a real-estate listings site step-by-step, using a beautifully styled Google map, data visualization, street view panoramas, and various nifty location related features such as calculating distance between locations, getting directions, and viewing places of interest data.  You’ll also see other examples of Google Maps APIs in action, and understand how to put your new knowledge into practice by creating your own Project in the Google APIs Console.",intermediate,20.0,1,ud864,0,,School of Programming & Development,"Google Maps APIs, Static Maps, Street View imagery, monitoring API usage",Google Maps APIs,https://www.udacity.com/course/google-maps-apis--ud864,English,weeks
,"Do you have some experience building apps for the iPhone or iPad and want to build an app from the ground up, but don't know where to begin? Look no further! In this course, you'll learn the process of building an iOS app, from brainstorming ideas to publishing on the App Store.",advanced,120.0,1,ud607,0,,School of Programming & Development,"iOS, Ideation and Research, UI, App Store",How to Make an iOS App,https://www.udacity.com/course/how-to-make-an-ios-app--ud607,English,months
Nutanix,"The goal of this course is to take existing IT professionals, whether they come from software development or operations, and help them appreciate the challenges facing companies who are looking to embrace scalable software deployment as well as the architectures and thought processes they can use to address these challenges. ,Students will start with a presentation of the problem as it stands today, then dive into the DevOps workflow and a survey of the system architectures currently being used to address this problem.",advanced,30.0,1,ud611,0,,School of Programming & Development,"DevOps, CAMS principles, Continuous Integration, Delivery workflows",Intro to DevOps,https://www.udacity.com/course/intro-to-devops--ud611,English,weeks
,"In this course you'll learn the basic Linux fundamentals every web developer needs to know to share their web applications with the world! You'll get a basic Python WSGI application up and running within a Vagrant virtual machine that queries data from a PostgreSQL database.,You'll start by exploring various Linux distributions and learning the differences between a number of them. You'll then explore how the Linux operating system differs from other operating systems you may be more familiar with. With this base knowledge, you'll then move into Linux security - covering topics such as file permissions, user management, package management and configuring firewalls. Finally, you'll transform a safe and secure baseline server into a web application server by installing and configuring the Apache HTTP Server and PostgreSQL database server.",,10.0,1,ud299,0,,School of Programming & Development,,Configuring Linux Web Servers,https://www.udacity.com/course/configuring-linux-web-servers--ud299,English,week
Google,"In this course, you’ll learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution. You'll be able to learn who your users are and how they interact with your app. You can then use this information to make informed decisions to improve your app, such as how difficult to make a level in a game, where to place an advertisement, or what products to stock.,We'll begin by covering the basics of digital analytics focusing on an app that is live in the App Store and Google Play Store as an example. You'll then explore the app's actual usage data using the Firebase console. After that, you'll learn how easy it is to add Firebase Analytics to an app and quickly gain insights. Finally, you'll learn how to use Firebase Crash Reporting, Firebase Remote Config, and Firebase Dynamic Links integrated with Firebase Analytics to improve your app and grow your user base.,By the end of this course you'll have an app that records how users interact with it, and you'll know how use that data to improve performance. You'll have the foundation needed to apply Firebase Analytics to your own apps.",intermediate,10.0,1,ud354,0,,School of Programming & Development,"Android Development, Firebase, Analytics",Firebase Analytics: Android,https://www.udacity.com/course/firebase-analytics-android--ud354,English,days
,"JavaScript is an extremely powerful programming language. One place where its power truly shines is using it to control a web page. Through this course, you'll learn about the Document Object Model (DOM), how it's created, and what capabilities it provides. Then you'll use JavaScript and the DOM to add, delete, or alter page content; control page styling, and respond to user actions.",intermediate,40.0,1,ud117,0,,School of Programming & Development,,JavaScript and the DOM,https://www.udacity.com/course/javascript-and-the-dom--ud117,English,weeks
Facebook for Developers,"Featuring Facebook's experts in User Research and Product Design, this course walks you through the steps to design a new mobile product that puts users first. You'll learn how to use data collected from users to guide prototyping, and conduct user testing with a production app to guide a future redesign.",intermediate,20.0,1,ud358,0,,School of Programming & Development,"Android, Mobile Design, Usability",Mobile Design and Usability for Android,https://www.udacity.com/course/mobile-design-and-usability-for-android--ud358,English,weeks
Georgia Institute of Technology,"The summary for this course comes from the ,. Note that watching this course on Udacity does not count for Georgia Tech credit unless you are enrolled in the , program.,This course provides an introduction to computer and network security. Students successfully completing this class will be able to evaluate works in academic and commercial security, and will have rudimentary skills in security research. The course begins with a tutorial of the basic elements of cryptography, cryptanalysis, and systems security, and continues by covering a number of seminal papers and monographs in a wide range of security areas.,Topics covered include network security, authentication, security protocol design and analysis, security modeling, trusted computing, key management, program safety, intrusion detection, DDOS detection and mitigation, architecture/operating systems security, security policy, group systems, biometrics, web security, and other emerging topics.,Most of the course readings will come from seminal papers in the field. Links to these papers will be provided on the course pages. In addition, links to critical reference materials will also be provided.",,160.0,1,ud199,0,,School of Programming & Development,,Network Security,https://www.udacity.com/course/network-security--ud199,English,weeks
,"C++ for Programmers is designed for students who are familiar with a programming language and wish to learn C++.,This course focuses on 'how' as opposed to 'what'. For example, in the lesson on functions, we do not teach what a function is, but rather how to create a function in C++.,The lessons are taught by several different instructors who have used C++ in their professional careers, so students get to experience different perspectives. ,The course also includes comments and tips from Bjarne Stroustrup - the original designer of C++.",intermediate,30.0,1,ud210,0,,School of Programming & Development,"Pointers and Arrays, Control Flow, Object Oriented Programming, C++ Templates, C++ Standard Library",C++ For Programmers,https://www.udacity.com/course/c-for-programmers--ud210,English,weeks
,"Cryptography is present in everyday life, from paying with a credit card to using the telephone. Learn all about making and breaking puzzles in computing.",advanced,80.0,1,cs387,0,,School of Programming & Development,"Cryptography, Ciphers, Encryption",Applied Cryptography,https://www.udacity.com/course/applied-cryptography--cs387,English,months
,"This course will introduce you to web deployment platforms. You’ll begin by deploying your first web application to the Heroku platform, making it publicly available on the internet. In the process, you will learn about the underlying mechanics of web hosting. You will also learn how to configure your app, from accessing log output to configuring environment variables.",intermediate,10.0,1,ud272,0,,School of Programming & Development,"App Deployment, Heroku",Deploying Applications with Heroku,https://www.udacity.com/course/deploying-applications-with-heroku--ud272,English,week
Salesforce,"This class teaches you how to build powerful web and mobile apps and host them in the cloud, without writing a line of code.,By the end of this short course, you'll use the skills you've developed to conceptualize and create your own app. To get you there, your instructors Samantha and Andy will first help you build an app that could be used to manage logistics at a music festival. Though this is a very specific app use case, the skills you learn will be applicable to just about any business app you’d want to develop.",beginner,40.0,1,ud162,0,,School of Programming & Development,"Salesforce App Development, Schema Building, Data Modeling",Intro to Point & Click App Development,https://www.udacity.com/course/intro-to-point-click-app-development--ud162,English,month
Google,"In this course, you’ll learn how to use Firebase. Firebase is app development platform that provides developers a variety of tools and a scalable infrastructure to build high quality apps. ,We’ll begin by showing you how easy it is to read and write almost any data to Firebase. After that, we’ll teach you how to allow users to login, have data associated with them and send them notifications. You’ll learn how to use Firebase’s Security and Rules language to secure and add permissions to your data.,Firebase Remote Config gives you the ability to tune and customize your app without having to publish a new version. Finally we’ll give you a brief overview of Firebase Analytics so you can collect data from the start. ,Got extra time this weekend? As a bonus, you will write your own Cloud Function for Firebase that makes chat more fun by adding emojis to FriendlyChat conversations. Cloud Functions for Firebase integrates the Firebase platform by letting you write code that responds to events and invokes functionality exposed by other Firebase features.,By the end of this course you will have an iOS application that can store and share data between different users in real time as well as authenticate and authorize those users.",intermediate,10.0,1,ud0351,0,,School of Programming & Development,Android Development,Firebase in a Weekend: iOS,https://www.udacity.com/course/firebase-in-a-weekend-by-google-ios--ud0351,English,days
,"This course covers the essentials of using the version control system Git. You'll be able to create a new Git repo, commit changes, and review the commit history of an existing repo. You'll also learn how to keep your commits organized using tags and branches and you'll master the art of merging changes by crushing those pesky merge conflicts. Oh no! Was a mistake made along the way? Learn how to edit commits, revert changes, or even delete commits.",beginner,40.0,1,ud123,0,,School of Programming & Development,"Git, Version Control, Creating a Git repo, Editing commits",Version Control with Git,https://www.udacity.com/course/version-control-with-git--ud123,English,weeks
," Take your first steps towards becoming a Java developer! Learn Java syntax and create conditional statements, loops, and functions. ",beginner,60.0,1,ud282,0,,School of Programming & Development,"Java Programming, Java Syntax, Java Functions, Loops",Java Programming Basics,https://www.udacity.com/course/java-programming-basics--ud282,English,weeks
,"This course presents an overview of a variety of Web backend topics: handling user input, producing templated output, storing information in databases and data stores, and building systems with secure user accounts.",intermediate,30.0,1,ud171,0,,School of Programming & Development,"User Input, Producing templated output, Databases and data stores, Secure user account systems",Intro to Backend,https://www.udacity.com/course/intro-to-backend--ud171,English,weeks
Facebook for Developers,"For an app developer, providing a seamless user experience is critical for building engagement and growing a user base. Passwordless login solutions provide your users with a simple, secure, and positive first experience.,In this course, you'll learn two frameworks for sign-up and authentication: Account Kit, which uses a phone number and code, and Facebook Login for iOS. You’ll learn how to configure both types of authentication side by side in a sample app, test the flow on a series of common use cases, and wrap things up with an introduction to Facebook’s Graph API, a window into an incredible wealth of data for creating a more engaging experience for your users.",intermediate,10.0,1,ud1028,0,,School of Programming & Development,"Account Kit, Facebook SDK, Graph API",Passwordless Login Solutions for iOS,https://www.udacity.com/course/passwordless-login-solutions-for-ios--ud1028,English,week
Georgia Institute of Technology,"In this course, we will see all the advances that have led to the state-of-the-art operating system that we know today, covering variety of platforms -- cell phones, multi-core, parallel systems, distributed systems, and cloud computing.",advanced,50.0,1,ud189,0,,School of Programming & Development,"Operating System Kernels, Virtualization, Distributed Systems, Cloud Computing, Real-Time Operating Systems",Advanced Operating Systems,https://www.udacity.com/course/advanced-operating-systems--ud189,English,weeks
Georgia Institute of Technology,"In this course, we will ask the big questions, ""What is a computer? What are the limits of computation? Are there problems that no computer will ever solve? Are there problems that can’t be solved quickly? What kinds of problems can we solve efficiently and how do we go about developing these algorithms?"" Understanding the power and limitations of algorithms helps us develop the tools to make real-world computers smarter, faster and safer.",advanced,,1,ud061,0,,School of Programming & Development,,"Computability, Complexity & Algorithms",https://www.udacity.com/course/computability-complexity-algorithms--ud061,English,weeks
,"This course is intended for budding full-stack web developers to master the basics of HTTP, the protocol that underlies all web technology.,In this course, you'll explore HTTP directly, talking with web servers and browsers by hand. You'll write and deploy low-level web applications in Python. And you'll learn more about how HTTP connects with other web technologies.",intermediate,10.0,1,ud303,0,,School of Programming & Development,"HTTP, Python, Deploying services",HTTP & Web Servers,https://www.udacity.com/course/http-web-servers--ud303,English,week
Georgia Institute of Technology,"The goal of this course is to give you solid foundations for developing, analyzing, and implementing parallel and locality-efficient algorithms. This course focuses on theoretical underpinnings. To give a practical feeling for how algorithms map to and behave on real systems, we will supplement algorithmic theory with hands-on exercises on modern HPC systems, such as Cilk Plus or OpenMP on shared memory nodes, CUDA for graphics co-processors (GPUs), and MPI and PGAS models for distributed memory systems.,This course is a graduate-level introduction to scalable parallel algorithms. ""Scale"" really refers to two things: efficient as the problem size grows, and efficient as the system size (measured in numbers of cores or compute nodes) grows. To really scale your algorithm in both of these senses, you need to be smart about reducing asymptotic complexity the way you’ve done for sequential algorithms since CS 101; but you also need to think about reducing communication and data movement. This course is about the basic algorithmic techniques you’ll need to do so.,The techniques you’ll encounter covers the main algorithm design and analysis ideas for three major classes of machines: for multicore and many core shared memory machines, via the work-span model; for distributed memory machines like clusters and supercomputers, via network models; and for sequential or parallel machines with deep memory hierarchies (e.g., caches). You will see these techniques applied to fundamental problems, like sorting, search on trees and graphs, and linear algebra, among others. The practical aspect of this course is implementing the algorithms and techniques you’ll learn to run on real parallel and distributed systems, so you can check whether what appears to work well in theory also translates into practice. (Programming models you’ll use include Cilk Plus, OpenMP, and MPI, and possibly others.)",advanced,160.0,1,ud281,0,,School of Programming & Development,"Shared Memory Models, Parallel Algorithms, Distributed Memory Models, Message Passing Interfaces, Hierarchical Memory Models",High Performance Computing,https://www.udacity.com/course/high-performance-computing--ud281,English,months
Georgia Institute of Technology,"In the 21st century, embedded systems are the systems of future with cellular phones, smart-phones, tablets becoming the dominant platforms for computing and communication. The ubiquity of information and the associated need for the computation that accompanies it is driving this revolution only to be accelerated by the new paradigms such as the Internet-of-Things (IoT). These platforms are clearly very different in terms of their processing requirements which are very unique: real-time needs, high performance but at low energy, compact-code and data segments, and most importantly ever changing software stack. Such unique requirements have led to a complete redesign and reinvention of the both hardware and the software stack from ground up, for example, brand new processors such as ARM, DSPs, network processors were invented all the way up to new virtual machines such as Dalvik, new operating systems such as Android and new programming models and compiler optimizations.",intermediate,160.0,1,ud169,0,,School of Programming & Development,"VLIW Architecture, Compilers for Embedded Systems, Differential Register Allocation, Network Processors, Multithreaded Processing",Embedded Systems,https://www.udacity.com/course/embedded-systems--ud169,English,weeks
WeChat,"WeChat Mini Programs are “sub-applications” within the WeChat ecosystem; you can find and use any Mini Program instantly without needing to install anything from the App Store.  With more than one billion active daily users globally, it’s almost impossible to overestimate WeChat’s importance, and the potential reach of a Mini Program of your design!,This program is built in collaboration with Tencent WeChat and leading industry professionals who have developed a world-class curriculum. In this course, students will learn about data queries, parsing, Mini Program interfaces, and then go on to complete their very first Mini Program all within 4 weeks.",beginner,40.0,1,ud667,0,,School of Programming & Development,,WeChat Mini Program Development,https://www.udacity.com/course/wechat-mini-programs--ud667,English,weeks
,"Learn how to organize the code for your web apps, and why it's important. You’ll be using the MVC Design Pattern in the web application micro-framework, Sinatra.",intermediate,10.0,1,ud270,0,,School of Programming & Development,"Ruby, Sinatra, MVC Design Pattern, Writing organized code",The MVC Pattern in Ruby,https://www.udacity.com/course/the-mvc-pattern-in-ruby--ud270,English,week
,"This course covers everything a developer needs to know to asynchronously send and receive data in their web applications. You'll dive into how asynchronous requests work by using the XHR object to create and send asynchronous requests for image and news article data. Then, you'll see how you can perform async requests more easily using third-party libraries and APIs like jQuery's Ajax and the Fetch API.",intermediate,30.0,1,ud109,0,,School of Programming & Development,"Asynchronous Data Retrieval, Ajax with XHR, Ajax with jQuery, Ajax with Fetch",Asynchronous JavaScript Requests,https://www.udacity.com/course/asynchronous-javascript-requests--ud109,English,weeks
Google,"Go beyond the basics of building an Android app with ""Advanced Android with Kotlin"". This course teaches you how to add a range of advanced features to your app, starting with best practices for using Android's notification system. You'll learn how to create and clip custom views, draw directly to a canvas, and add animations to your apps. You'll also add maps to your apps and learn to style them. Testing an app is as important as building it, so you'll learn to test your app to catch and fix bugs so that users never see them. Finally, you'll learn how to let users login to your app with their existing accounts—you'll be surprised how little code it takes.",intermediate,80.0,1,ud940,0,,School of Programming & Development,"Kotlin, Android",Advanced Android with Kotlin,https://www.udacity.com/course/advanced-android-with-kotlin--ud940,English,months
," This class will give you an introduction to the design and analysis of algorithms, enabling you to analyze networks and discover how individuals are connected. ",intermediate,160.0,1,cs215,0,,School of Programming & Development,"Algorithms, Social Networks, Graph Algorithms",Intro to Algorithms,https://www.udacity.com/course/intro-to-algorithms--cs215,English,months
