collaboration,description,difficulty,duration,free,id_course,n_reviews,rating,school,skills,title,url,language,time_range
,"This course is a quick, fun introduction to using a relational database from your code, using examples in Python. You'll learn the basics of SQL (the Structured Query Language) and database design, as well as the Python API for connecting Python code to a database. You'll also learn a bit about protecting your database-backed web apps from common security problems.,After taking this course, you'll be able to write code using a database as a backend to store application data reliably and safely.",intermediate,40.0,1,ud197,0,,School of Programming & Development,"Rational databases, SQL, Python API, Python DB-API, Select and insert statements",Intro to Relational Databases,https://www.udacity.com/course/intro-to-relational-databases--ud197,English,weeks
,"Study physics abroad in Europe -- virtually! Learn the basics of physics on location in Italy, the Netherlands and the UK, by answering some of the discipline's major questions from over the last 2000 years. ",beginner,80.0,1,ph100,0,,School of Programming & Development,"Kinematics, Dynamics, Trigonometry, Periodic Motion, Electricity",Intro to Physics,https://www.udacity.com/course/intro-to-physics--ph100,English,months
,"In this course you will learn how to make asynchronous requests with JavaScript (using jQuery’s AJAX functionality), and gain a better understanding of what’s actually happening when you do so. You will also learn how to use data APIs so you can take advantage of freely accessible data in your applications, including photo results, news articles and up-to-date data about the world around us.,As part of the course, you’ll be building a web app that will help people learn about a place where they want to move! Your app will query the Google Streetview, Wikipedia and New York Times APIs!,This course is also a part of our , Nanodegree.",intermediate,20.0,1,ud110,0,,School of Programming & Development,"Asynchronous requests with JavaScript, Data APIs, Web Applications, Site Customization",Intro to AJAX,https://www.udacity.com/course/intro-to-ajax--ud110,English,weeks
Georgia Institute of Technology,This course presents an example of applying a database application development methodology to a major real-world project.,intermediate,160.0,1,ud150,0,,School of Autonomous Systems,"Database Management Systems, Relational Algebra, Sequential Query Language, Data Indexing, SQL Injection",Database Systems Concepts & Design,https://www.udacity.com/course/database-systems-concepts-design--ud150,English,weeks
,"How does the Web work? Under the hood of HTTP there's a whole stack of networking protocols.,Explore the underpinnings of the net with tools like ,, ,, and ,.",beginner,20.0,1,ud256,0,,School of Programming & Development,"HTTP, Domain Name System, Ping, TCP/IP stack, IP addressing",Networking for Web Developers,https://www.udacity.com/course/networking-for-web-developers--ud256,English,weeks
,"This class will give you an introduction to the fundamentals of programming languages. Key concepts include how to specify and process valid strings, sentences and program structures. ",intermediate,80.0,1,cs262,0,,School of Programming & Development,"Introduciton to Programming Languages, Validate and Process Strings, HTML and JavaScript, Build your own web browser",Programming Languages,https://www.udacity.com/course/programming-languages--cs262,English,months
,"ECMAScript 6, or ES6, has brought about a ton of changes to the JavaScript programming language. In this course, you'll explore those changes to learn about the latest features and improvements to the language including new keywords, arrow functions, the Class syntax, Promises, and so much more. Discover how much cleaner and more concise your JavaScript code can be!",advanced,40.0,1,ud356,0,,School of Programming & Development,"JavaScript, ES6, Syntax, Functions",ES6 - JavaScript Improved,https://www.udacity.com/course/es6-javascript-improved--ud356,English,weeks
,"Learn how to tackle big data problems with your own Hadoop clusters! In this course, you’ll deploy Hadoop clusters in the cloud and use them to gain insights from large datasets.",intermediate,30.0,1,ud1000,0,,School of Programming & Development,"Data Analysis, Hadoop, MapReduce",Deploying a Hadoop Cluster,https://www.udacity.com/course/deploying-a-hadoop-cluster--ud1000,English,weeks
Facebook for Developers,"Featuring Facebook's experts in User Research and Product Design, this course walks you through the steps to design a new mobile product that puts users first. You'll learn how to use data collected from users to guide prototyping, and conduct user testing with a production app to guide a future redesign. ",intermediate,20.0,1,ud1034,0,,School of Programming & Development,"Product Design, Prototyping",Mobile Design and Usability for iOS,https://www.udacity.com/course/mobile-design-and-usability-for-ios--ud1034,English,weeks
Google,"In this course, you’ll learn how to use Firebase. Firebase is app development platform that provides developers a variety of tools and a scalable infrastructure to build high quality apps. ,We’ll begin by showing you how easy it is to read and write almost any data to Firebase. After that, we’ll teach you how to allow users to login, have data associated with them and send them notifications. You’ll learn how to use Firebase’s Security and Rules language to secure and add permissions to your data.,Firebase Remote Config gives you the ability to tune and customize your app without having to publish a new version. Finally we’ll give you a brief overview of Firebase Analytics so you can collect data from the start. ,Got extra time this weekend? As a bonus, you will write your own Cloud Function for Firebase that makes chat more fun by adding emojis to FriendlyChat conversations. Cloud Functions for Firebase integrates the Firebase platform by letting you write code that responds to events and invokes functionality exposed by other Firebase features.,By the end of this course you will have an Android application that can store and share data between different users in real time as well as authenticate and authorize those users.",intermediate,10.0,1,ud0352,0,,School of Programming & Development,Android Development,Firebase in a Weekend: Android,https://www.udacity.com/course/firebase-in-a-weekend-by-google-android--ud0352,English,days
,"In this course, built in collaboration with IBM and Hashicorp, you'll learn how to build server-side Swift applications that run on Linux and in the cloud, including how to use Swift to build a microservices backend. This course covers the best practices for constructing and deploying server-side Swift using industry-proven tools like Docker and Terraform. ,Whether you're an Apple developer, a full stack developer, or just getting started with app development, this course offers an opportunity to master server-side Swift, while gaining vital transferable skills that can be used with any server-side stack. Enroll in the course today, and you'll enjoy a feature-packed learning experience that is fun, informative, and loaded with expert input from leading companies in industry.",intermediate,20.0,1,ud1031,0,,School of Programming & Development,"Swift Package Manager, MySQL, Docker, Terraform, Microservices",Server-Side Swift,https://www.udacity.com/course/server-side-swift--ud1031,English,weeks
,"In this class you will learn how to debug programs systematically, how to automate the debugging process and build several automated debugging tools in Python.",intermediate,80.0,1,cs259,0,,School of Programming & Development,"Debugging, Python, Automated Debugging",Software Debugging,https://www.udacity.com/course/software-debugging--cs259,English,months
,"In this short course, we'll show you how to incorporate Apple's Core ML framework into your app. You'll also get a quick overview of machine learning fundamentals, and exposure to real-world examples of companies using machine learning technology in their iOS apps.",intermediate,10.0,1,ud1038,0,,School of Programming & Development,"iOS, Image Classification, Core ML",Core ML: Machine Learning for iOS,https://www.udacity.com/course/core-ml--ud1038,English,week
,"Understanding how to approach programming problems and devise a solution is an essential skill for any Python developer. In this course, you’ll learn new concepts, patterns, and methods that will expand your coding abilities from programming expert, Peter Norvig.",advanced,80.0,1,cs212,0,,School of Programming & Development,"Computer Program Design, Python, Design Process",Design of Computer Programs,https://www.udacity.com/course/design-of-computer-programs--cs212,English,months
,This class teaches you about basic concepts in theoretical computer science -- such as NP-completeness -- and what they imply for solving tough algorithmic problems.,intermediate,80.0,1,cs313,0,,School of Programming & Development,"theoretical computer science, NP-completeness, Recognizing algorithmic problems, Solving algorithmic problems",Intro to Theoretical Computer Science,https://www.udacity.com/course/intro-to-theoretical-computer-science--cs313,English,months
,"This course offers a quick practical introduction to Swift basics, including types, variables, constants, and functions. It combines syntax exercises with hands-on iOS development in Xcode. By the end of the course students will build their first iOS app, an app that creates and displays song lyrics customized to user input.",beginner,35.0,1,ud1025,0,,School of Programming & Development,"Variables and Constants, Strings, Control Flow, Functions",Swift for Developers,https://www.udacity.com/course/swift-for-developers--ud1025,English,days
,"A quick, one-lesson introduction to the Unix-style command-line environment.,This course is intended to get you up to speed on the shell — using a terminal, managing files and directories, and running command-line programs.",,5.0,1,ud206,0,,School of Programming & Development,,Shell Workshop,https://www.udacity.com/course/shell-workshop--ud206,English,day
Amazon Web Services,"In this course you will learn the fundamentals of back-end web development! You will create your own web application that queries a database for items on restaurant menus and then dynamically generates complete menus in the form of web pages and API endpoints.,You’ll start by learning how to interact with a database from a web application using an Object-Relational Mapping (ORM) layer. From there, you’ll learn how GET and POST requests translate to CRUD operations. You’ll then explore the Flask framework and the various ways in which it can speed up the development of your applications. Finally, you’ll develop your very own web application from the ground up using the iterative development process.",intermediate,30.0,1,ud088,0,,School of Programming & Development,"Flask, CRUD, Model-View-Controller, Python, Object-relational Mapping",Full Stack Foundations,https://www.udacity.com/course/full-stack-foundations--ud088,English,weeks
MongoDB,"In this course, we will explore how to wrangle data from diverse sources and shape it to enable data-driven applications. Some data scientists spend the bulk of their time doing this!,Students will learn how to gather and extract data from widely used data formats. They will learn how to assess the quality of data and explore best practices for data cleaning. We will also introduce students to MongoDB, covering the essentials of storing data and the MongoDB query language together with exploratory analysis using the MongoDB aggregation framework.,This is a great course for those interested in entry-level data science positions as well as current business/data analysts looking to add big data to their repertoire, and managers working with data professionals or looking to leverage big data.,This course is also a part of our , Nanodegree.",intermediate,80.0,1,ud032,0,,School of Programming & Development,"Gathering Data, Assessing Data, Cleaning Data, Data Wrangling, MongoDB",Data Wrangling with MongoDB,https://www.udacity.com/course/data-wrangling-with-mongodb--ud032,English,months
,"With this course, you will learn about AutoLayout and how to use stack views and constraints to create pixel-perfect UIs.,Also, you will take a deep dive and learn about some of the most commonly misunderstood properties affecting layout like distribution, alignment, content hugging, and compression resistance.,Then, you will put all of this knowledge to use and start creating functional interfaces with multiple stack views and UI elements. In fact, you will recreate an interface from a very well known app. And, by the end of this course, you will be ready to create beautiful interfaces from scratch.",intermediate,30.0,1,ud1026,0,,School of Programming & Development,"Design, UI, Stack Views, Constraints",AutoLayout,https://www.udacity.com/course/auto-layout--ud1026,English,days
Georgia Institute of Technology,"The course begins with a lesson on performance measurement, which leads to a discussion on the necessity of performance improvement.,Pipelining, the first level of performance refinement, is reviewed. The weaknesses of pipelining will be exposed and explored, and various solutions to these issues will be studied. The student will learn hardware, software, and compiler based solutions to these issues.",advanced,,1,ud007,0,,School of Programming & Development,"Processor Pipelining, Branch Prediction, Instruction Scheduling, Memory Ordering, Multiprocessor Architectures",High Performance Computer Architecture,https://www.udacity.com/course/high-performance-computer-architecture--ud007,English,weeks
Google,"Learn the essentials of the Kotlin programming language from Kotlin experts at Google. Kotlin is a modern and concise JVM language that supports functional programming paradigms. Whether you’re a Java developer or a programmer in another object-oriented language, this course will teach you the essential language features that has made Kotlin so popular with developers. By the end of this course, you’ll gain the skills you need to build your next project in Kotlin. ",intermediate,20.0,1,ud9011,0,,School of Programming & Development,Android Development,Kotlin Bootcamp for Programmers,https://www.udacity.com/course/kotlin-bootcamp-for-programmers--ud9011,English,weeks
,"When writing software, destruction can be just as valuable as creation. Learn how to catch bugs and break software as you discover different testing methods that will help you build better software.",intermediate,40.0,1,cs258,0,,School of Programming & Development,"Software Testing, Debugging, Code Coverage",Software Testing,https://www.udacity.com/course/software-testing--cs258,English,month
San Jose State University,"NOTE: This course has been divided into two courses: , and , Statistics. If you are new to statistics, we recommend taking these courses instead.,We live in a time of unprecedented access to information...data.  Whether researching the best school, job, or relationship, the Internet has thrown open the doors to vast pools of data.  Statistics are simply objective and systematic methods for describing and interpreting information so that you may make the most informed decisions about life.",beginner,160.0,1,st095,0,,School of Programming & Development,"Statistical Research Methods, Data Visualization, Distributions, Hypothesis Testing, Regression",Statistics,https://www.udacity.com/course/statistics--st095,English,months
"Venmo, Lyft","This course is designed to teach students how to understand and identify the differences between the Objective-C and Swift programming languages, and especially, how to rewrite from the former to the latter. Understanding communications between the two languages—called ""interoperability""—is becoming more and more important for developers, particularly as we prepare for the arrival of Swift 3.0. In the course, students will write classes and add functionality to classes by writing and calling methods. After learning some basic Objective-C syntax, students will examine and break down an app written in Objective-C and rewrite it in Swift. The course will conclude with a review of and practice with the most common challenges for interoperability between Objective-C and Swift.",intermediate,50.0,1,ud1009,0,,School of Programming & Development,"iOS, Swift, Objective-C, Control Flow Syntax",Objective-C for Swift Developers,https://www.udacity.com/course/objective-c-for-swift-developers--ud1009,English,weeks
Google," Build a cloud-connected Android app, and learn the tools, principles, and best practices of mobile and Android development that you'll apply to your own projects. ",intermediate,60.0,1,ud851,0,,School of Programming & Development,"Android Development, Layouts, Intents, UI",Developing Android Apps,https://www.udacity.com/course/new-android-fundamentals--ud851,English,hours
Google VR,"This course is designed for students who are new to virtual reality and want to learn about the principles of VR technology including optics, displays, stereopsis, tracking, and major hardware platforms. You don’t need any programming experience to get started. ,By the end of this course, you will have created and deployed a VR application. You will understand the physical principles of VR and you will use that knowledge to create a comfortable, high-performance VR application using Unity.",beginner,20.0,1,ud1012,0,,School of Programming & Development,"VR development, Unity, Google VR SDK for Unity, General understanding of how VR works, Deploying to Android and iOS",Introduction to Virtual Reality,https://www.udacity.com/course/introduction-to-virtual-reality--ud1012,English,weeks
," In this course, you'll learn the fundamentals of the Python programming language, along with programming best practices. You’ll learn to represent and store data using Python data types and variables, and use conditionals and loops to control the flow of your programs. You’ll harness the power of complex data structures like lists, sets, dictionaries, and tuples to store collections of related data. You’ll define and document your own custom functions, write scripts, and handle errors. Lastly, you’ll learn to find and use modules in the Python Standard Library and other third-party libraries. ",beginner,50.0,1,ud1110,0,,School of Programming & Development,,Introduction to Python Programming,https://www.udacity.com/course/introduction-to-python--ud1110,English,weeks
Autodesk,"This class will teach you about the basic principles of 3D computer graphics: meshes, transforms, cameras, materials, lighting, and animation.",intermediate,80.0,1,cs291,0,,School of Programming & Development,"Animated 3D Demo Program, Computer Image Generation, Programming Vertex and Pixel Shaders",Interactive 3D Graphics,https://www.udacity.com/course/interactive-3d-graphics--cs291,English,months
,"In this course, you’ll begin learning Swift, Apple's programming language for building iOS applications. You'll start with fundamentals and work your way towards understanding all the core principles necessary to get started creating your first app. At the end of the course, you'll complete a problem set of exercises designed to challenge your understanding of Swift and give you the opportunity to apply what you've learned.",beginner,35.0,1,ud1022,0,,School of Programming & Development,"Variables and Constants, Strings, Control Flow, Functions",Swift for Beginners,https://www.udacity.com/course/swift-for-beginners--ud1022,English,days
," Get ready to analyze, visualize, and interpret data! Thought-provoking examples and chances to combine statistics and programming will keep you engaged and challenged. ",beginner,80.0,1,st101,0,,School of Programming & Development,"Probability, Descriptive Statistics, Inferential Statistics",Intro to Statistics,https://www.udacity.com/course/intro-to-statistics--st101,English,months
,"API (Application Programming Interface) endpoints are the connections between your application and the rest of the developer community.  In this course you will learn about writing secure, developer-friendly APIs that will make your back-end application thrive and keep your users happy.  ,At the end of this course you will create the back-end for a social application called ""Meet n' Eat"" that matches together users based on their location and food interests.",intermediate,30.0,1,ud388,0,,School of Programming & Development,"Flask, REST APIs, Python",Designing RESTful APIs,https://www.udacity.com/course/designing-restful-apis--ud388,English,weeks
," Learn the fundamentals of JavaScript, the most popular programming language in web development. ",beginner,20.0,1,ud803,0,,School of Programming & Development,"JavaScript, Conditionals, Loops, Data Types & Variables",Intro to JavaScript,https://www.udacity.com/course/intro-to-javascript--ud803,English,weeks
,"This course will introduce you to some of the most powerful programming concepts in Java, including: objects, inheritance and collections. You will learn how to use these object-oriented programming concepts in code examples, discover how these concepts are used in applications that require user input, and understand the benefits of mastering these concepts in Java.,By the end of the course, you will create your own game, understand how and when to apply foundational Java concepts, and will gain a deeper understanding of the tools and logic that professional Java developers use everyday. You will also have the Java programming foundations you need to take our ,.",intermediate,40.0,1,ud283,0,,School of Programming & Development,"Object Oriented Programming, Java, User Interaction",Object Oriented Programming in Java,https://www.udacity.com/course/object-oriented-programming-in-java--ud283,English,weeks
Georgia Institute of Technology,"The course covers the basics of Memory Systems, File Systems, Multithreaded Programming, and Networking.  Together these form a strong foundation from which the student can understand cutting edge research in the areas of Virtualization, Distributed Systems, and Internet-scale services in the GT , sequence.",intermediate,30.0,1,ud098,0,,School of Programming & Development,"Operating Systems, Virtual Memory, File Systems, Multithreaded Programming, Networking",GT - Refresher - Advanced OS,https://www.udacity.com/course/gt-refresher-advanced-os--ud098,English,weeks
,"Many times your apps need to run lengthy operations in the background, like downloading data, but you don't want these operations to interfere with your UI.,Apple's GCD (long form: Grand Central Dispatch) framework allows you to create asynchronous apps for iOS, ensuring smooth a smooth user experience in situations like the one mentioned above.",intermediate,20.0,1,ud576,0,,School of Programming & Development,"Closures, GCD",Grand Central Dispatch (GCD),https://www.udacity.com/course/grand-central-dispatch-gcd--ud576,English,weeks
Amazon Appstore for Android,"'2D Game Development with libGDX' explored the basics of the libGDX game framework, from simple drawing to user input. ,This course will use those skills to create a much more sophisticated platforming game called GigaGal. In creating GigaGal, you'll learn about sprite drawing, keeping track of complex game state, controlling interactions between game entities, and also how to load and manage level data.",intermediate,80.0,1,ud406,0,,School of Programming & Development,"LibGDX, Game Development, Asset management",How to Make a Platformer Using libGDX,https://www.udacity.com/course/how-to-make-a-platformer-using-libgdx--ud406,English,weeks
," In this course, you'll learn the fundamentals web development, along with best practices and professional problem-solving techniques using Developer Tools. ",beginner,30.0,1,ud001,0,,School of Programming & Development,"HTML, CSS, CSS Syntax, HTML Syntax Problem Set",Intro to HTML and CSS,https://www.udacity.com/course/intro-to-html-and-css--ud001,English,weeks
,"Canvas is an HTML5 element which gives you drawable surface inside your web pages you can control with JavaScript. Powerful enough to use for compositing images and even creating games.,In this course, through several sample projects, you’ll learn how to use the canvas; how to make compositions using shapes, images, and text; how to create effects and filters on images and how to create animations.",beginner,20.0,1,ud292,0,,School of Programming & Development,"HTML5 Canvas, Canvas2D, Creating animation",HTML5 Canvas,https://www.udacity.com/course/html5-canvas--ud292,English,weeks
Google,"Localization is the art of adapting a product linguistically and culturally for international users. Although the industry has been around since the 1980s, it has become increasingly important over the past few years as more and more users are getting online and the vast majority of these users are non-English speakers.,Localization Essentials will take you through the linguistic, cultural and technical aspects of launching a product globally. Whether you’re a developer, product owner, localization professional or translation student, this is where you’ll learn the basics of Localization – directly from the experts at Google., Already thousands of students around the world have taken the course since its launch and the following universities are using it in their curricula to teach students about Localization: ,, ,, ,, ,.,Join us, and get to know the world of Localization inside out.",beginner,20.0,1,ud610,0,,School of Programming & Development,"Localization, Google Translator Toolkit, Localization at Google",Localization Essentials,https://www.udacity.com/course/localization-essentials--ud610,English,weeks
,"This course is designed to teach web developers how to utilize the various object-oriented programming features within JavaScript. Object-oriented programming allows developers to build applications with reusable and maintainable blocks of code, which leads to efficiency and simplified software design.,With object-oriented JavaScript, you'll be able to build classes to construct objects that encapsulate both data and functionality. You'll also learn how to leverage prototypal inheritance to maintain DRY code, allowing you to pass behaviors down to objects. You'll also learn how to keep data safe and secure by creating private state with closures and immediately-invoked function expressions.",intermediate,30.0,1,ud711,0,,School of Programming & Development,"Object Oriented Javascript, Object-oriented programming, Data and functionality, Prototypal inheritance",Object-Oriented JavaScript,https://www.udacity.com/course/object-oriented-javascript--ud711,English,weeks
,"In this course you'll learn how to write JavaScript applications with confidence, using the red-green-refactor workflow. You'll write comprehensive suites of tests that validate your application is functioning as intended at all times.,You'll start by exploring how other industries use a variety of tests and the value it provides. You'll then start writing your very own tests, using the Jasmine testing framework. Finally, you'll start developing your very own address book application using the red-green-refactor workflow and explore a variety of scenarios including testing asynchronous functions.",intermediate,20.0,1,ud549,0,,School of Programming & Development,"Javascript Apps, Jasmine testing framework, red-green-refactor workflow",JavaScript Testing,https://www.udacity.com/course/javascript-testing--ud549,English,weeks
Georgia Institute of Technology,The objective of this course is to learn the theory and practice behind building automatic translators (compilers) for higher level programming languages and to engineer and build key phases of a compiler in Java or C++ for a small language.,intermediate,,1,ud168,0,,School of Programming & Development,"Compilers, Semantic Analysis, Syntax Directed Translation, Control Flow Analysis",Compilers: Theory and Practice,https://www.udacity.com/course/compilers-theory-and-practice--ud168,English,weeks
,"Learn how to build web applications with Sinatra, an elegant and approachable web development micro-framework for Ruby.",intermediate,20.0,1,ud268,0,,School of Programming & Development,"Ruby, Sinatra, Building web applications",Dynamic Web Applications with Sinatra,https://www.udacity.com/course/dynamic-web-applications-with-sinatra--ud268,English,weeks
Georgia Institute of Technology,"This is a graduate-level course in the design and analysis of algorithms. We study techniques for the design of algorithms (such as dynamic programming) and algorithms for fundamental problems (such as fast Fourier transform or FFT).,In addition, we study computational intractability, specifically, the theory of NP-completeness. The main topics covered in the course include: dynamic programming; divide and conquer, including FFT; randomized algorithms, including RSA cryptosystem and hashing using Bloom filters; graph algorithms; max-flow algorithms; linear programming; and NP-completeness.",advanced,120.0,1,ud401,0,,School of Programming & Development,,Introduction to Graduate Algorithms,https://www.udacity.com/course/introduction-to-graduate-algorithms--ud401,English,months
Amazon Appstore for Android,"This course explores how to use LibGDX to build 2D games that run anywhere, from web browsers to mobile devices. We start with simple drawings, and then turn to simple animations, physics, and user input handling. Finally, we create a full game, called Icicles, where icicles rain down from the top of the screen, and the player must dodge them using the arrow keys or by tilting their phone.",intermediate,80.0,1,ud405,0,,School of Programming & Development,"LibGDX, Game Development, 2D",2D Game Development with libGDX,https://www.udacity.com/course/2d-game-development-with-libgdx--ud405,English,weeks
Georgia Institute of Technology,"This course is an introductory course on human-computer interaction, covering the principles, techniques, and open areas of development in HCI.",intermediate,160.0,1,ud400,0,,School of Programming & Development,"Design Principles, Direct Manipulation Interfaces, Mental Models, Distributed Cognition, Prototyping",Human-Computer Interaction,https://www.udacity.com/course/human-computer-interaction--ud400,English,weeks
Google,"In this course, you’ll learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution. You'll be able to learn who your users are and how they interact with your app. You can then use this information to make informed decisions to improve your app, such as how difficult to make a level in a game, where to place an advertisement, or what products to stock.,We'll begin by covering the basics of digital analytics focusing on an app that is live in the App Store and Google Play Store as an example. You'll then explore the app's actual usage data using the Firebase console. After that, you'll learn how easy it is to add Firebase Analytics to an app and quickly gain insights. Finally, you'll learn how to use Firebase Crash Reporting, Firebase Remote Config, and Firebase Dynamic Links integrated with Firebase Analytics to improve your app and grow your user base.,By the end of this course you'll have an app that records how users interact with it, and you'll know how use that data to improve performance. You'll have the foundation needed to apply Firebase Analytics to your own apps.",intermediate,5.0,1,ud353,0,,School of Programming & Development,"Android Development, Firebase Analytics, Firebase Crash Reporting, Firebase Remote Config, Firebase Dynamic Links",Firebase Analytics: iOS,https://www.udacity.com/course/firebase-analytics-ios--ud353,English,day
Georgia Institute of Technology,"This course covers advanced topics in Computer Networking such as Software-Defined Networking (SDN), Data Center Networking and Content Distribution. The course is divided into three parts:,Part 1 is about the implementation, design principles and goals of a Computer Network and touches upon the various routing algorithms used in CN (such as link-state and distance vector). ,Part 2 talks about resource control and content distribution in Networking Applications. It covers Congestion Control and Traffic Shaping.,Part 3 deals with the operations and management of computer networks encompassing SDN's (Software Defined Networks), Traffic Engineering and Network Security.",intermediate,120.0,1,ud436,0,,School of Programming & Development,"Software-Defined Networking, Data Center Networking, Content Distribution, Congestion Control, Traffic Shaping",Computer Networking,https://www.udacity.com/course/computer-networking--ud436,English,months
Georgia Institute of Technology,This course provides an introduction to security issues relating to various cyber-physical systems including industrial control systems and those considered critical infrastructure systems.,intermediate,160.0,1,ud279,0,,School of Programming & Development,"Industrial Networks, Industrial Control Systems, Smart Grid Infrastructure, Cyber Security, Privacy",Cyber-Physical Systems Security,https://www.udacity.com/course/cyber-physical-systems-security--ud279,English,weeks
,"jQuery is the most popular JavaScript library today, in use by over 60% of the top 100,000 most visited websites. This course will teach you how to use jQuery’s core features - DOM element selections, traversal and manipulation.,You'll also learn how to read and make sense of jQuery's documentation, making it easy for you to go beyond the methods taught in this class and take advantage of jQuery's full array of features!,This course is also a part of our , Nanodegree.",intermediate,10.0,1,ud245,0,,School of Programming & Development,"jQuery, DOM Structure, Reading jQuery documentation, Modify HTML attributes and content",Intro to jQuery,https://www.udacity.com/course/intro-to-jquery--ud245,English,days
,"Persisting data is a core skill for any iOS developer. This course will teach you three techniques for storing data to your device’s hard drive: NSUserPreferences for small amounts of data, the Sandbox for files and Core Data when you have to play in the Big Leagues!",advanced,80.0,1,ud325,0,,School of Programming & Development,"Data Persistence, Core Data, UserDefaults, FileManager",iOS Persistence and Core Data,https://www.udacity.com/course/ios-persistence-and-core-data--ud325,English,months
,"Learn the fundamentals of data visualization and practice communicating with data. This course covers how to apply design principles, human perception, color theory, and effective storytelling with data. If you present data to others, aspire to be a business analyst or data scientist, or if you’d like to become more effective with visualization tools, then you can grow your skills with this course.,This course is part of both the Business Analyst and Data Analyst Nanodegree Programs.",beginner,30.0,1,ud1006,0,,School of Programming & Development,"Tableau, Design of Visualizations, Visual Encodings",Data Visualization in Tableau,https://www.udacity.com/course/data-visualization-in-tableau--ud1006,English,weeks
Georgia Institute of Technology,"In SDP, you will learn how to select and implement the ideal software process for your development project. Through Professor Orso's engaging examples and interviews with industry insiders, you will learn both conceptual and practical aspects of software engineering. The course covers requirements engineering, architecture and design, testing and maintenance, and software quality in general. ,The goal of this class is to equip you with the skills necessary to define requirements, set up an integrated development environment (IDE), learn Git (and Github!) and use Unified Modeling Language (UML) to design and build an Android application. We will also examine several testing practices and refactoring techniques that are helpful before the launch of your software project. ,While everyone working with software should have these skills, they are particularly important for Software Engineers and Engineering Managers.",intermediate,120.0,1,ud805,0,,School of Programming & Development,"Software Development Life Cycle, Requirements Engineering, Design Patterns, Black-Box & White-Box Testing, Agile Development Methodology",Software Development Process,https://www.udacity.com/course/software-development-process--ud805,English,months
,"In this course, you’ll learn what documentation is and why it’s an important part of the development process. You'll learn how to build a well-structured README that you’ll be able to incorporate into your projects moving forward. By the end of this course, you will have written your very own README file using Markdown.",beginner,15.0,1,ud777,0,,School of Programming & Development,"README, Markdown, Making code easier to read",Writing READMEs,https://www.udacity.com/course/writing-readmes--ud777,English,days
Google,"In this course you’ll get started working on your very first Progressive Web App (PWA) - a web app that can take advantage of many of the features native applications have enjoyed. You’ll also get more experience in creating a web app that works offline using Service Workers. Finally, you’ll make your app installable to the user’s home screen with the Web App Manifest file.",intermediate,20.0,1,ud811,0,,School of Programming & Development,"Progressive Web Apps, Service Workers, Web App Manifest, Offline apps",Intro to Progressive Web Apps,https://www.udacity.com/course/intro-to-progressive-web-apps--ud811,English,weeks
Google,"This course is optimized for the developer who is looking to efficiently learn the most important design techniques that will help them make better apps (with a focus on mobile/Android). ,This is a UX design course built for current (and aspiring) mobile developers. In this short course, you'll step back from your IDE and dive into the techniques that great designers use to plan and prototype amazing apps before any code is written.",beginner,60.0,1,ud849,0,,School of Programming & Development,"Android, UX Design, User-Centered Design",UX Design for Mobile Developers,https://www.udacity.com/course/ux-design-for-mobile-developers--ud849,English,weeks
Google,"This course is focused squarely on user experience, and seeks to show developers how thinking offline-first is the best way to ensure that applications perform their best in all scenarios, not just ideal ones. You'll learn to recognize the differences between good, poor, intermittent, and missing connectivity for your users , and master  how to make applications that navigate these conditions with ease.,Using the skills you master in this course, you'll conclude by building an app that that works both online and offline, and loads in new data when it can. You'll be a master of the cache! Your web apps will interact with the network just like native apps do. This will lead to better user experiences even in traditionally challenging connection scenarios like being stuck in a train tunnel, having to rely on over-crowded conference Wi-Fi, or traveling through a cellular ""dead zone!""",intermediate,30.0,1,ud899,0,,School of Programming & Development,"Developing offline-first applications, Understanding Lie-Fi, Service Worker DevTools, IndexedDB, IndexedDB asset caching",Offline Web Applications,https://www.udacity.com/course/offline-web-applications--ud899,English,weeks
,"In this course, Aaron Sarazan, Lead Software Engineer at Capital One and a leading advocate for Kotlin, demonstrates how to take a basic Android app in Java and convert it to Kotlin, teaching you key features of the Kotlin programming language along the way. This is an efficient, fast-paced introduction to Kotlin for experienced Java programmers.",advanced,10.0,1,ud888,0,,School of Programming & Development,"Kotlin, Android",Kotlin for Android Developers,https://www.udacity.com/course/kotlin-for-android-developers--ud888,English,week
Google,"Learn to architect and develop Android apps in the Kotlin programming language using industry-proven tools and libraries. With these techniques you'll create apps in less time, writing less code, and with fewer errors.,This course was developed by Google together with Udacity. The course gives you hands on experience as you build real Android apps using industry best practices, with modern app architecture. You'll learn to use Android Jetpack components such as Room for databases, Work Manager for background processing, the new Navigation component, and more. You'll use key Kotlin features to write your app code more quickly and concisely.",intermediate,80.0,1,ud9012,0,,School of Programming & Development,Android Development,Developing Android Apps with Kotlin,https://www.udacity.com/course/developing-android-apps-with-kotlin--ud9012,English,months
