,difficulty,duration,free,n_reviews,rating,difficulty_Career Advancement,difficulty_School of Artificial Intelligence,difficulty_School of Autonomous Systems,difficulty_School of Business,difficulty_School of Cloud Computing,difficulty_School of Data Science,difficulty_School of Programming & Development
105,1.0,-0.5786298771326183,1,0.0,,0,0,0,0,0,0,1
106,2.0,-1.0915389988079094,1,0.0,,0,0,0,0,0,0,1
107,2.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
108,2.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
109,2.0,1.473006609568546,1,0.0,,0,0,0,0,0,0,1
110,2.0,-0.5786298771326183,1,0.0,,0,0,0,0,0,0,1
111,1.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
112,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
113,2.0,1.473006609568546,1,0.0,,0,0,1,0,0,0,0
114,1.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
115,2.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
116,0.0,-0.5786298771326183,1,0.0,,0,0,0,0,0,0,1
117,2.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
118,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
119,2.0,-1.0915389988079094,1,0.0,,0,0,0,0,0,0,1
120,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
121,2.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
122,2.0,-1.0915389988079094,1,0.0,,0,0,0,0,0,0,1
123,0.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
124,2.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
125,1.0,-0.6641147307451668,1,0.0,,0,0,0,0,0,0,1
126,1.0,-1.1770238524204581,1,0.0,,0,0,0,0,0,0,1
127,2.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
128,2.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
129,2.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
130,0.0,-1.0915389988079094,1,0.0,,0,0,0,0,0,0,1
131,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
132,2.0,-0.5786298771326183,1,0.0,,0,0,0,0,0,0,1
133,1.0,1.473006609568546,1,0.0,,0,0,0,0,0,0,1
134,2.0,-0.4076601699075213,1,0.0,,0,0,0,0,0,0,1
135,2.0,-0.23669046268242425,1,0.0,,0,0,0,0,0,0,1
136,1.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
137,1.0,-0.4076601699075213,1,0.0,,0,0,0,0,0,0,1
138,2.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
139,1.0,-0.6641147307451668,1,0.0,,0,0,0,0,0,0,1
140,1.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
141,2.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
142,1.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
143,2.0,-0.5786298771326183,1,0.0,,0,0,0,0,0,0,1
144,2.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
145,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
146,2.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
147,1.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
148,1.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
149,1.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
150,2.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
151,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
152,2.0,-1.0915389988079094,1,0.0,,0,0,0,0,0,0,1
153,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
154,0.0,0.7891277806681579,1,0.0,,0,0,0,0,0,0,1
155,2.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
156,2.0,1.473006609568546,1,0.0,,0,0,0,0,0,0,1
157,2.0,-1.1770238524204581,1,0.0,,0,0,0,0,0,0,1
158,2.0,0.7891277806681579,1,0.0,,0,0,0,0,0,0,1
159,2.0,1.473006609568546,1,0.0,,0,0,0,0,0,0,1
160,2.0,-1.0915389988079094,1,0.0,,0,0,0,0,0,0,1
161,0.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
162,1.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
163,2.0,0.7891277806681579,1,0.0,,0,0,0,0,0,0,1
164,1.0,-1.0060541451953608,1,0.0,,0,0,0,0,0,0,1
165,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
166,1.0,-0.23669046268242425,1,0.0,,0,0,0,0,0,0,1
167,2.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
168,0.0,-1.0915389988079094,1,0.0,,0,0,0,0,0,0,1
169,2.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
170,2.0,1.473006609568546,1,0.0,,0,0,0,0,0,0,1
171,2.0,-0.5786298771326183,1,0.0,,0,0,0,0,0,0,1
172,2.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
173,0.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
174,1.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
175,0.0,-0.5786298771326183,1,0.0,,0,0,0,0,0,0,1
176,1.0,-0.4076601699075213,1,0.0,,0,0,0,0,0,0,1
177,2.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
178,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
179,0.0,-0.23669046268242425,1,0.0,,0,0,0,0,0,0,1
180,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
181,2.0,-0.5786298771326183,1,0.0,,0,0,0,0,0,0,1
182,2.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
183,1.0,-1.1770238524204581,1,0.0,,0,0,0,0,0,0,1
184,0.0,-0.4076601699075213,1,0.0,,0,0,0,0,0,0,1
185,2.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
186,1.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
187,0.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
188,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
189,0.0,-0.5786298771326183,1,0.0,,0,0,0,0,0,0,1
190,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
191,0.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
192,1.0,-0.5786298771326183,1,0.0,,0,0,0,0,0,0,1
193,0.0,0.7891277806681579,1,0.0,,0,0,0,0,0,0,1
194,0.0,-0.23669046268242425,1,0.0,,0,0,0,0,0,0,1
195,2.0,-1.0915389988079094,1,0.0,,0,0,0,0,0,0,1
196,0.0,-0.23669046268242425,1,0.0,,0,0,0,0,0,0,1
197,1.0,-1.1770238524204581,1,0.0,,0,0,0,0,0,0,1
198,1.0,-1.0915389988079094,1,0.0,,0,0,0,0,0,0,1
199,0.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
200,2.0,-0.9205692915828124,1,0.0,,0,0,0,0,0,0,1
201,2.0,-0.7495995843577153,1,0.0,,0,0,0,0,0,0,1
202,2.0,1.473006609568546,0,0.0,,0,0,0,0,1,0,0
203,1.0,0.10524895176776984,1,0.0,,0,0,0,0,0,0,1
204,2.0,0.7891277806681579,0,0.8313253012048192,0.6519699249152131,0,1,0,0,0,0,0
205,1.0,1.473006609568546,0,0.8875502008032146,0.7861669769849238,0,0,0,1,0,0,0
206,0.0,1.473006609568546,0,0.0,,0,0,0,0,0,1,0
207,1.0,-0.5786298771326183,1,0.0,,0,0,0,0,0,0,1
208,2.0,0.7891277806681579,0,0.8192771084337349,0.9314433852851972,0,0,0,0,1,0,0
209,1.0,0.7891277806681579,0,0.0,,0,0,0,1,0,0,0
210,1.0,1.473006609568546,0,0.0,,0,0,0,0,0,0,1
211,2.0,1.473006609568546,0,0.8152610441767068,0.8331394478294403,0,0,0,0,0,0,1
212,2.0,0.10524895176776984,0,0.0,,0,0,0,0,0,0,1
213,2.0,-0.5786298771326183,0,0.0,,0,0,0,1,0,0,0
214,0.0,0.10524895176776984,0,0.8393574297188755,0.0,0,0,0,0,0,1,0
215,0.0,0.7891277806681579,0,0.8634538152610441,0.7868745676979678,0,1,0,0,0,0,0
216,0.0,1.473006609568546,0,0.859437751004016,0.8720401081624161,0,0,1,0,0,0,0
217,1.0,1.473006609568546,0,0.8995983935742998,0.7168163959417262,0,0,0,1,0,0,0
218,1.0,0.7891277806681579,0,0.8032128514056234,0.8237254427692209,0,0,0,0,0,1,0
219,2.0,1.473006609568546,0,0.927710843373494,0.7017170097567567,0,0,0,0,0,0,1
220,2.0,0.7891277806681579,0,0.8072289156626506,0.2718293961138434,0,0,0,0,0,0,1
221,2.0,0.10524895176776984,0,0.0,,0,0,0,1,0,0,0
222,2.0,0.10524895176776984,0,0.0,,0,0,0,1,0,0,0
223,2.0,0.7891277806681579,0,0.8152610441767068,0.36714619734856857,0,0,0,1,0,0,0
224,2.0,0.7891277806681579,0,0.0,,0,0,0,1,0,0,0
225,0.0,1.473006609568546,0,0.9036144578313252,0.5851559041558723,0,0,1,0,0,0,0
226,1.0,1.473006609568546,0,0.8433734939759037,0.7312664644992042,0,0,0,0,0,1,0
227,0.0,2.8407642673693223,0,0.8554216867469879,0.6190174366948913,0,0,1,0,0,0,0
228,2.0,1.473006609568546,0,0.8473895582329316,0.11405429207573815,0,0,0,0,0,0,1
229,0.0,0.7891277806681579,0,0.8714859437751004,0.5494733247648798,0,1,0,0,0,0,0
230,1.0,0.7891277806681579,0,0.8755020080321284,0.7582018280034877,0,0,0,1,0,0,0
231,2.0,2.156885438468934,0,0.8514056224899603,0.4178071317963461,0,0,0,0,0,0,1
232,1.0,1.473006609568546,0,0.0,,0,0,0,0,0,0,1
233,0.0,1.473006609568546,0,0.8273092369477911,0.6164362928855374,0,1,0,0,0,0,0
234,1.0,1.473006609568546,0,1.0,1.0,0,0,0,0,0,0,1
235,0.0,0.7891277806681579,0,0.8915662650602408,0.5477349593671619,0,1,0,0,0,0,0
236,2.0,1.473006609568546,0,0.9317269076305222,0.730939513640438,0,0,1,0,0,0,0
237,2.0,0.7891277806681579,0,0.9718875502008032,0.6955611326642339,0,0,0,0,0,0,1
238,0.0,0.7891277806681579,0,0.8353413654618473,0.7451547082281582,0,0,0,0,1,0,0
239,2.0,0.7891277806681579,0,0.8674698795180731,0.7532621820022172,0,1,0,0,0,0,0
240,0.0,0.7891277806681579,0,0.8835341365461846,0.7622950707660907,0,1,0,0,0,0,0
241,2.0,3.52464309626971,0,0.9518072289156626,0.6696403305335652,0,0,0,0,0,0,1
242,2.0,1.473006609568546,0,0.9196787148594376,0.36698812636807704,0,0,0,0,1,0,0
243,0.0,0.7891277806681579,0,0.9236947791164686,0.7259080464403764,0,1,0,0,0,0,0
244,2.0,0.7891277806681579,0,0.0,,0,0,0,0,1,0,0
245,2.0,0.7891277806681579,0,0.8795180722891566,0.8540732222396654,0,1,0,0,0,0,0
246,2.0,-0.5786298771326183,0,0.0,,0,0,0,1,0,0,0
247,2.0,2.8407642673693223,0,0.9116465863453824,0.6137154415350494,0,1,0,0,0,0,0
248,1.0,0.7891277806681579,0,0.9638554216867468,0.6771435493181572,0,1,0,0,0,0,0
249,1.0,0.10524895176776984,0,0.8232931726907643,0.4448117390953774,0,0,0,0,0,1,0
