difficulty,total_hours,enrolled,rating,institution
-0.6908796960422702,2.3105678865787755,-1.4408142024791373,-0.6908796960422702,0.022025084123585194
1.6246218604869735,3.0859956422172705,2.352454441616199,1.6246218604869735,0.0019883756500458857
-0.6908796960422702,2.62872836003273,1.7823187605111739,-0.6908796960422702,0.0019883756500458857
-0.6908796960422702,1.4937530136383934,-1.4408142024791373,-0.6908796960422702,0.0068828387886203735
1.426509262070591,2.683206965370628,0.5920713357287518,1.426509262070591,0.013765677577240747
-0.6908796960422702,2.5115959927853946,-1.4408142024791373,-0.6908796960422702,0.019118996635056593
-0.6908796960422702,2.067433681428399,0.11507689567910533,-0.6908796960422702,0.019118996635056593
-0.6908796960422702,1.7587961819698936,0.7697963745759758,-0.6908796960422702,0.023554603854389723
1.426509262070591,3.7226685732852047,-0.04464388046249655,1.426509262070591,0.022636892015907004
1.426509262070591,2.3105678865787755,-1.4408142024791373,1.426509262070591,0.007035790761700826
1.426509262070591,3.007463456560118,0.9408705765997842,1.426509262070591,0.013765677577240747
-0.6908796960422702,1.4937530136383934,-1.4408142024791373,-0.6908796960422702,0.022636892015907004
1.426509262070591,2.067433681428399,0.5253131264220213,1.426509262070591,0.013765677577240747
1.426509262070591,2.3105678865787755,0.26140945270752697,1.426509262070591,0.013765677577240747
-0.6908796960422702,0.11947405469833623,-1.4408142024791373,-0.6908796960422702,0.022025084123585194
-0.6908796960422702,-0.18673306012309426,-0.047979101707043545,-0.6908796960422702,0.0027531355154481493
1.6246218604869735,1.1459019186145527,0.7459558856735845,1.6246218604869735,0.0038237993270113183
1.426509262070591,0.24441161305839726,0.632664533589284,1.426509262070591,0.005659223003976751
-0.6908796960422702,2.2350505640568783,0.06860807408517003,-0.6908796960422702,0.010247782196390333
1.426509262070591,2.683206965370628,-1.4408142024791373,1.426509262070591,0.019118996635056593
-0.6908796960422702,0.919882691123664,-1.4408142024791373,-0.6908796960422702,0.004741511165494035
-0.6908796960422702,1.566080088250699,-1.4408142024791373,-0.6908796960422702,0.008106454573263994
-0.6908796960422702,3.5140187648459045,-1.4408142024791373,-0.6908796960422702,0.022636892015907004
-0.6908796960422702,2.067433681428399,-1.4408142024791373,-0.6908796960422702,0.022636892015907004
-0.6908796960422702,1.3333690654927948,0.2800593815968955,-0.6908796960422702,0.005200367084735393
-0.6908796960422702,1.8711925084434726,1.3295804309285093,-0.6908796960422702,0.003517895380850413
-0.6908796960422702,-0.6244472349402147,0.10146483468679256,-0.6908796960422702,0.0018354236769654328
-0.6908796960422702,-0.022402628750778055,0.592665015764952,-0.6908796960422702,0.011624349954114408
1.426509262070591,0.05094311359669479,0.5048040358973849,1.426509262070591,0.0021413276231263384
-0.6908796960422702,0.24441161305839726,-1.4408142024791373,-0.6908796960422702,0.03900275313551545
1.426509262070591,-1.4184986173316896,-1.4408142024791373,1.426509262070591,0.18078923218109513
-0.6908796960422702,-1.4184986173316896,-1.4408142024791373,-0.6908796960422702,0.18078923218109513
1.426509262070591,-1.4184986173316896,-1.4408142024791373,1.426509262070591,0.18078923218109513
-0.6908796960422702,1.7587961819698936,1.068683812690934,-0.6908796960422702,0.004741511165494035
