difficulty,duration,free,n_reviews,rating,difficulty_Career Advancement,difficulty_School of Artificial Intelligence,difficulty_School of Autonomous Systems,difficulty_School of Business,difficulty_School of Cloud Computing,difficulty_School of Data Science,difficulty_School of Programming & Development
2.0,-0.7495995843577153,1,0.0,0.0,0,0,0,0,0,0,1
2.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.7495995843577153,1,0.0,0.0,0,0,0,0,0,0,1
0.0,-1.0915389988079094,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.5786298771326183,1,0.0,0.0,0,0,0,0,0,0,1
1.0,1.473006609568546,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.4076601699075212,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.2366904626824242,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-0.4076601699075212,1,0.0,0.0,0,0,0,0,0,0,1
2.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-0.6641147307451668,1,0.0,0.0,0,0,0,0,0,0,1
1.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.7495995843577153,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.5786298771326183,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.7495995843577153,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
2.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-0.7495995843577153,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.7495995843577153,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-1.0915389988079094,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
0.0,0.7891277806681579,1,0.0,0.0,0,0,0,0,0,0,1
2.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
2.0,1.473006609568546,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-1.177023852420458,1,0.0,0.0,0,0,0,0,0,0,1
2.0,0.7891277806681579,1,0.0,0.0,0,0,0,0,0,0,1
2.0,1.473006609568546,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-1.0915389988079094,1,0.0,0.0,0,0,0,0,0,0,1
0.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-0.7495995843577153,1,0.0,0.0,0,0,0,0,0,0,1
2.0,0.7891277806681579,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-1.0060541451953608,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-0.2366904626824242,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.7495995843577153,1,0.0,0.0,0,0,0,0,0,0,1
0.0,-1.0915389988079094,1,0.0,0.0,0,0,0,0,0,0,1
2.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
2.0,1.473006609568546,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.5786298771326183,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.7495995843577153,1,0.0,0.0,0,0,0,0,0,0,1
0.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
1.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
0.0,-0.5786298771326183,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-0.4076601699075212,1,0.0,0.0,0,0,0,0,0,0,1
2.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
0.0,-0.2366904626824242,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.5786298771326183,1,0.0,0.0,0,0,0,0,0,0,1
2.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-1.177023852420458,1,0.0,0.0,0,0,0,0,0,0,1
0.0,-0.4076601699075212,1,0.0,0.0,0,0,0,0,0,0,1
2.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
0.0,-0.7495995843577153,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
0.0,-0.5786298771326183,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
0.0,-0.7495995843577153,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-0.5786298771326183,1,0.0,0.0,0,0,0,0,0,0,1
0.0,0.7891277806681579,1,0.0,0.0,0,0,0,0,0,0,1
0.0,-0.2366904626824242,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-1.0915389988079094,1,0.0,0.0,0,0,0,0,0,0,1
0.0,-0.2366904626824242,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-1.177023852420458,1,0.0,0.0,0,0,0,0,0,0,1
1.0,-1.0915389988079094,1,0.0,0.0,0,0,0,0,0,0,1
0.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.9205692915828124,1,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.7495995843577153,1,0.0,0.0,0,0,0,0,0,0,1
2.0,1.473006609568546,0,0.0,0.0,0,0,0,0,1,0,0
1.0,0.1052489517677698,1,0.0,0.0,0,0,0,0,0,0,1
2.0,0.7891277806681579,0,0.8313253012048192,0.6519699249152131,0,1,0,0,0,0,0
1.0,1.473006609568546,0,0.8875502008032146,0.7861669769849238,0,0,0,1,0,0,0
0.0,1.473006609568546,0,0.0,0.0,0,0,0,0,0,1,0
1.0,-0.5786298771326183,1,0.0,0.0,0,0,0,0,0,0,1
2.0,0.7891277806681579,0,0.8192771084337349,0.9314433852851982,0,0,0,0,1,0,0
1.0,0.7891277806681579,0,0.0,0.0,0,0,0,1,0,0,0
1.0,1.473006609568546,0,0.0,0.0,0,0,0,0,0,0,1
2.0,1.473006609568546,0,0.8152610441767068,0.8331394478294394,0,0,0,0,0,0,1
2.0,0.1052489517677698,0,0.0,0.0,0,0,0,0,0,0,1
2.0,-0.5786298771326183,0,0.0,0.0,0,0,0,1,0,0,0
0.0,0.1052489517677698,0,0.8393574297188755,0.0,0,0,0,0,0,1,0
0.0,0.7891277806681579,0,0.8634538152610441,0.7868745676979678,0,1,0,0,0,0,0
0.0,1.473006609568546,0,0.859437751004016,0.8720401081624152,0,0,1,0,0,0,0
1.0,1.473006609568546,0,0.8995983935742998,0.7168163959417253,0,0,0,1,0,0,0
1.0,0.7891277806681579,0,0.8032128514056234,0.8237254427692209,0,0,0,0,0,1,0
2.0,1.473006609568546,0,0.927710843373494,0.7017170097567575,0,0,0,0,0,0,1
2.0,0.7891277806681579,0,0.8072289156626506,0.2718293961138434,0,0,0,0,0,0,1
2.0,0.1052489517677698,0,0.0,0.0,0,0,0,1,0,0,0
2.0,0.1052489517677698,0,0.0,0.0,0,0,0,1,0,0,0
2.0,0.7891277806681579,0,0.8152610441767068,0.3671461973485677,0,0,0,1,0,0,0
2.0,0.7891277806681579,0,0.0,0.0,0,0,0,1,0,0,0
0.0,1.473006609568546,0,0.9036144578313252,0.5851559041558723,0,0,1,0,0,0,0
1.0,1.473006609568546,0,0.8433734939759037,0.7312664644992042,0,0,0,0,0,1,0
0.0,2.8407642673693223,0,0.8554216867469879,0.6190174366948913,0,0,1,0,0,0,0
2.0,1.473006609568546,0,0.8473895582329316,0.1140542920757381,0,0,0,0,0,0,1
0.0,0.7891277806681579,0,0.8714859437751004,0.5494733247648798,0,1,0,0,0,0,0
1.0,0.7891277806681579,0,0.8755020080321284,0.7582018280034877,0,0,0,1,0,0,0
2.0,2.156885438468934,0,0.8514056224899603,0.417807131796347,0,0,0,0,0,0,1
1.0,1.473006609568546,0,0.0,0.0,0,0,0,0,0,0,1
0.0,1.473006609568546,0,0.8273092369477911,0.6164362928855356,0,1,0,0,0,0,0
1.0,1.473006609568546,0,1.0,1.0,0,0,0,0,0,0,1
0.0,0.7891277806681579,0,0.8915662650602408,0.5477349593671628,0,1,0,0,0,0,0
2.0,1.473006609568546,0,0.9317269076305222,0.7309395136404371,0,0,1,0,0,0,0
2.0,0.7891277806681579,0,0.9718875502008032,0.6955611326642339,0,0,0,0,0,0,1
0.0,0.7891277806681579,0,0.8353413654618473,0.7451547082281582,0,0,0,0,1,0,0
2.0,0.7891277806681579,0,0.867469879518073,0.7532621820022172,0,1,0,0,0,0,0
0.0,0.7891277806681579,0,0.8835341365461846,0.7622950707660907,0,1,0,0,0,0,0
2.0,3.52464309626971,0,0.9518072289156626,0.6696403305335643,0,0,0,0,0,0,1
2.0,1.473006609568546,0,0.9196787148594376,0.366988126368077,0,0,0,0,1,0,0
0.0,0.7891277806681579,0,0.9236947791164686,0.7259080464403764,0,1,0,0,0,0,0
2.0,0.7891277806681579,0,0.0,0.0,0,0,0,0,1,0,0
2.0,0.7891277806681579,0,0.8795180722891566,0.8540732222396654,0,1,0,0,0,0,0
2.0,-0.5786298771326183,0,0.0,0.0,0,0,0,1,0,0,0
2.0,2.8407642673693223,0,0.9116465863453824,0.6137154415350494,0,1,0,0,0,0,0
1.0,0.7891277806681579,0,0.9638554216867468,0.6771435493181572,0,1,0,0,0,0,0
1.0,0.1052489517677698,0,0.8232931726907643,0.4448117390953774,0,0,0,0,0,1,0
